,text,n_tokens
174,"GridView - useFilterSearch    필터링 조건 입력 상자(useFilterList=""true"")에 검색 기능 제공.    GridView    useFilterSearch_GridView",38
175,"GridView - checkAllType    헤더(inputType=""checkbox"")의 체크박스를 통한 전체 셀 선택 시 disabled 및 readOnly 셀 선택 상태 포함 여부.     GridView    checkAllType_GridView",57
176,"GridView - advancedExcelDownload options customToDataType    inputType=“custom” dataType=“number” (혹은 ""bigDecimal"") 셀의 데이터를 다운로드한 Excel 파일에서 숫자로 인식하여 숫자 계산을 지원.    GridView    advancedExcelDownload_customToDataType_GridView",68
177,gridView.column - excelFormatter    다운로드한 Excel 파일에 적용할 포맷팅 함수를 지정    GridView    excelFormatter_gridView_column,36
178,"GridView - setFocusedMultiCell()    특정 영역을 지정하여, 해당 영역에 속하는 셀만 선택.     GridView    setFocusedMultiCell_GridView",45
179,"GridView - dataDragDrop    GridView 내에서, 혹은 서로 다른 GridView 사이에 GridView 행 전체를 드래그-앤-드롭.    GridView    dataDragDrop_GridView",47
180,"GridView - setDrillDownDragDrop()    inputType=""drilldown"" 컬럼을 포함한 행들을 GridView 내에서, 혹은 서로 다른 GridView 사이에서 드래깅하여 이동.     GridView    setDrillDownDragDrop_GridView",64
181,SelectBox - labelWidthAuto    선택 항목의 label 길이에 따라 SelectBox의 너비 조절.    SelectBox    labelWidthAuto_SelectBox,39
182,WindowContainer - .w2window_selected    여러 윈도우 중 현재 선택된 윈도우를 구분하는 스타일 지정.    WindowContainer    w2window_selected_WindowContainer,46
183,GridView - groupby()    함수를 통한 그룹핑 수행.    GridView    groupby_GridView,27
184,GridView - groupbyZone    한 개 이상의 컬럼 헤더를 드래그-앤-드롭하여 그룹핑을 수행할 수 있도록 허용.    GridView    groupbyZone_GridView,60
185,GridView - clearGroupby()    그룹핑을 해제    GridView    clearGroupby_GridView,23
186,GridView - getGroupbyData()     그룹핑 조건 반환    GridView    getGroupbyData_GridView,26
187,GridView - groupbyMaxCount    그룹핑 기준 컬럼 수 제한    GridView    groupbyMaxCount_GridView,31
188,GridView - groupbyZoneHeight & groupbyZoneMessage    그룹핑 영역 높이 및 그룹핑 영역에 표시할 메시지 지정    GridView    groupbyZoneHeight_groupbyZoneMessage_GridView,59
189,GridView - groupbyFilterBox & groupbyFilterBoxLocation    그룹핑 필터 박스 표시    GridView    groupbyFilterBox_groupbyFilterBoxLocation_GridView,40
190,GridView - customFilterBox    필터를 유지한 채 그룹핑 수행    GridView    customFilterBox_GridView,32
191,GridView - drawType    렌더링 방법 선택    GridView    drawType_GridView,23
192,GridView - setCellInputType() & setCellInputTypeCustom    GridView 특정 셀의 inputType을 동적으로 변경.     GridView    setCellInputType_setCellInputTypeCustom_GridView,46
193,gridView.column - sortLabel    컬럼의 데이터를 라벨값을 기준으로 정렬.    GridView    sortLabel_gridView_column,36
194,MultiUpload - getFileCount()    업로드 대상 파일의 수를 반환.     MultiUpload    getFileCount_MultiUpload,28
195,"$p - openPopup & options.modal    WFrame, IFrame, 브라우저 팝업을 모달 혹은 모달리스 형태로 생성.    $p    openPopup_modal_$p",52
196,$p - openPopup & options.frameModal    지정한 WFrame 영역에만 표시되는 팝업을 생성.    $p    openPopup_frameModal_$p,42
197,WFrame - frameModal    WFrame 내에서 부모 팝업을 닫을 때 부모 팝업이 생성한 모든 자식 팝업을 함께 닫기.     WFrame    frameModal_WFrame,57
198,"TabControl - frameModal    frameMode=""wframe"" 혹은 ""wframePreload""  탭 상에서 팝업을 닫을 경우 모든 자식 팝업을 함께 닫기.    TabControl    frameModal_TabControl",59
199,"WindowContainer - createWindow() & frameModal    frameMode=""wframe"" 윈도우 상에서 팝업을 닫을 경우 모든 자식 팝업을 함께 닫기.    WindowContainer    createWindow_frameModal_WindowContainer",58
200,"tabControl.content - frameMode    frameMode=""wframe"" 혹은 ""wframePreload"" 탭에서 지정한 영역에만 표시되는 모달 팝업을 생성.     TabControl    frameMode_tabControl_content_openPopup_frameModal_$p",64
201,"windowContainer.window - frameMode    frameMode=""wframe"" 윈도우에서에서 지정한 영역에만 표시되는 모달 팝업을 생성.    WindowContainer    frameMode_windowContainer_window_openPopup_frameModal_$p",58
202,Calendar - displayDayType    달력의 요일을 이미지 혹은 텍스트로 표시.     Calendar    displayDayType_Calendar,34
203,GridView - copyType    GridView에서 데이터를 복사할 때 데이터 복사 방법을 지정.     GridView    copyType_GridView,32
204,"GridView - subtotalStyleFormatter    subtotal에 적용할 CSS 클래스를 판단. 즉, subtotal 데이터에 따라 서로 다른 CSS를 적용.    GridView    subtotalStyleFormatter_GridView",48
205,WindowContainer - getSelectedIndex()    현재 선택된 윈도우의 인덱스를 확인.    WindowContainer    getSelectedIndex_WindowContainer,33
206,InputCalendar - displayDaytype    달력의 요일을 이미지 혹은 텍스트로 표시.     InputCalendar    displayDayType_InputCalendar,36
207,"GridView - dataDragDropStatus    하나의 GridView 내에서 드래그-앤-드롭으로 행을 이동할 경우, rowStatus를 유지.    GridView    dataDragDropStatus_GridView",49
208,"InputCalendar - ioFormat & displayFormat & calendarDisplayFormat    (1) 날짜 입력 형식, (2) 입력란의 날짜 출력 형식, (3) 달력의 날짜 출력 형식을 지정.    InputCalendar    ioFormat_displayFormat_calendarDisplayFormat_InputCalendar",73
209,InputCalendar - setValue() & ioFormat    특정 날짜를 직접 설정.    InputCalendar    setValue_ioFormat_InputCalendar,33
210,Spinner - initValue    Spinner 컴포넌트의 초기값을 지정.     Spinner    initValue_Spinner,29
211,InputBox - ltrim & trim & rtrim    포커스가 InputBox를 벗어날 때 좌측 및/혹은 우측 공백 제거.    InputBox    ltrim_trm_rtrim_InputBox,60
212,AutoComplete - oneditkeyup    사용자가 키보드에서 키를 누른 후 누른 키를 놓을 때 발생.     AutoComplete    oneditkeyup_AutoComplete,48
213,AutoComplete - oneditenter    사용자가 편집 모드로 진입 후 Enter 키를 누를 때 발생.    AutoComplete    oneditenter_AutoComplete,44
214,"AutoComplete - nextTabByEnter & nextTabID    사용자가 탭 키 혹은 엔터 키를 입력할 경우, nextTabID 컴포넌트로 이동. 
    AutoComplete    nextTabByEnter_nextTabID_AutoComplete",62
215,Group - onmouseleave & onmouseenter    마우스가 Group 컴포넌트 밖으로 나가거나 들어올 때 발생.    Group    onmouseleave_onmouseenter_Group,45
216,InputBox - oneditfull & maxByteLength & autoFocus    사용자 입력이 maxByteLength 값에 도달할 경우 발생.     InputBox    oneditfull_maxByteLength_autoFocus_InputBox,45
217,"gridView.column - inputType=""select""    GridView 특정 컬럼의 inputType을 “select""로 설정.
    GridView    inputType_select_gridView_column",38
218,"GridView - advancedExcelUpload() & options.type    Excel 파일 업로드 시 데이터 종류(value 혹은 label)를 모든 컬럼에 대해 명시. GridView 컬럼의 inputType이 ""select"", ""autoComplete"", 혹은 ""checkcombobox""인 경우 해당.     GridView    advancedExcelUpload_type_GridView",77
219,"GridView - advancedExcelUpload() & options.type & options.convertIndex    Excel 파일 업로드 시 데이터 종류(value 혹은 label)를 컬럼 별로 명시. GridView 컬럼의 inputType이 ""select"", ""autoComplete"", 혹은 ""checkcombobox""인 경우 해당.     GridView    advancedExcelUpload_type_convertIndex_GridView",81
220,"GridView - advancedExcelDownload() & options.type    GridView를 Excel로 다운로드 할 때 다운로드 할 데이터 종류(value 혹은 label)를 GridView 전체에 대해 명시. GridView 컬럼의 inputType이 ""select"", ""autoComplete"", 혹은 ""checkcombobox""인 경우 해당.     GridView    advancedExcelDownload_type_GridView",82
221,"GridView - advancedExcelDownload() & options.type & options.convertIndex    Excel 파일 다운로드 시 데이터 종류(value 혹은 label)를 컬럼 별로 명시. GridView 컬럼의 inputType이 ""select"", ""autoComplete"", 혹은 ""checkcombobox""인 경우 해당.     GridView    advancedExcelDownload_type_convertIndex_GridView",81
222,"WindowContainer - autoArrange    여러 윈도우 중 특정 윈도우를 닫을 경우, 남아 있는 윈도우를 자동 정렬.    WindowContainer    autoArrange_WindowContainer",50
223,WindowContainer - Window Maximization    최대화 버튼을 클릭하거나 윈도우 타일을 더블-클릭하여 최대화    WindowContainer    window_maximization_WindowContainer,50
224,WindowContainer - Window Minimization    최소화 버튼을 클릭하거나 네임 레이어를 클릭하여 최소화    WindowContainer    window_minimization_WindowContainer,44
225,"WindowContainer - useWindowScrollButton & windowScrollVisibleRowNum    현재 열린 윈도우의 목록을 출력하는 버튼을  툴바에 표시하고, 목록의 항목 수를 지정.    WindowContainer    useWindowScrollButton_windowScrollVisibleRowNum_WindowContainer",74
226,GridView - advancedExcelUpload() & options.trim    Excel 파일을 GridView로 업로드 할 때 Excel 파일의 각 셀에 포함된 공백을 제거.     GridView    advancedExcelUpload_trim_GridView,50
227,"AutoComplete - preventKeyList    Key code와 콤마(,)를 사용하여 특정 키들의 동작을 방지.    AutoComplete    preventKeyList_AutoComplete",45
228,"SelectBoxComplete - preventKeyList    Key code와 콤마(,)를 사용하여 특정 키들의 동작을 방지.    SelectBox    preventKeyList_SelectBox",45
229,"TabControl - keepDisabledTab    비활성화된 부모탭이 활성화된 경우, 자식 탭의 비활성화 상태를 유지.    TabControl    keepDisabledTab_TabControl",51
230,"gridView.column - inputType=""autoComplete"" & directOpen    사용자가 화살표를 클릭하면 아이템 목록을 즉시 펼쳐서 표시.    GridView    inputType_autoComplete_directOpen_gridView_column",65
231,InputBox - dataType & displayFormat & applyFormat    정의한 포맷으로 숫자만 입력하고 입력 중 포맷을 적용하여 표시.    InputBox    dataType_displayFormat_applyFormat_InputBox,49
232,"DataList - setUserData() & getUserData()    DataList의 userData1, userData2, 혹은 userData3 속성 값을 설정/반환.    DataCollection    setUserData_getUserData_DataList",45
233,WindowContainer - controlIconPosition & useNameContainer    윈도우 배열 방법을 지정하는 아이콘을 표시할 위치를 설정.    WindowContainer    controlIconPosition_useNameContainer_WindowContainer,49
234,"WindowContainer - closeOthers()    현재 활성화된 윈도우, 혹은 주어진 windowID나 uniqueID에 해당하는 윈도우를 제외한 모든 윈도우 닫기.    WindowContainer    closeOthers_WindowContainer",60
235,"TabControl - tabScroll & tabPosition    탭 위치(tabPosition)에 따라 탭 목록 버튼(tabScroll=""true"")의 위치 결정.    TabControl    tabScroll_tabPosition_TabControl",45
236,Debugging - Context menus    Ctrl 키 + 마우스 우클릭을 통해 디버깅용 컨텍스트 메뉴 사용.    _Debugging    Menus_Debugging,49
237,InputBox - euroMask & rupeeMask & tengeMask    다양한 화폐 단위로 금액을 입력.    InputBox    euroMask_rupeeMask_tengeMask_InputBox,48
238,gridView.column - excelCellType    GridView에서 다운로드한 Excel 파일의 셀 표시 형식 지정.    GridView    excelCellType_gridView_column,39
239,GridView - enterKeyMove    사용자가 셀에서 Enter 키를 입력할 경우 포커스가 이동하는 방향을 설정.    GridView    enterKeyMove_GridView,44
240,TabControl - tabPosition    탭을 표시할 위치를 지정.    TabControl    tabPosition_TabControl,25
241,"Config.xml - popup & lazyPopup    팝업이 열리는 동시에 $p.executeSubmission() 함수가 즉시 실행될 경우, 상태창을 팝업 외부에 표시.     _config_xml    popup_lazyPopup_config_xml",64
242,AutoComplete - enableColumn & enableColumnFalseValue    특정 선택 항목들을 비활성화.    AutoComplete    enableColumn_enableColumnFalseValue_AutoComplete,40
243,UDC    User-defined Component (UDC) 생성 후 페이지에서 활용.    UDC    UDC,24
244,"dataList_dataMap_linkedDataList    dataMap, dataList, linkedDataList를 생성하고 확인.     DataCollection    dataList_dataMap_linkedDataList",32
245,AutoComplete - setEnableColumn()    특정 선택 항목들을 함수를 사용하여 동적으로 비활성화.    AutoComplete    setEnableColumn_AutoComplete,42
246,AutoComplete - visibleColumn & visibleColumnFalseValue & setVisibleColumn()    특정 선택 항목들을 선택 항목 목록에 표시하지 않고 숨기기.     AutoComplete    visibleColumn_visibleColumnFalseValue_setVisibleColumn_AutoComplete,60
247,CheckBox - visibleColumn & visibleColumnFalseValue & setVisibleColumn()    특정 선택 항목들을 선택 항목 목록에 표시하지 않고 숨기기.     CheckBox    visibleColumn_visibleColumnFalseValue_setVisibleColumn_CheckBox,57
248,GridView - setColumnEnableColumn()    GridView 컬럼의 inputType에 따라 특정 선택 항목들을 동적으로 비활성화.    GridView    setColumnEnableColumn_GridView,49
249,Gridview - setColumnVisibleColumn()    GridView 컬럼의 inputType에 따라 특정 선택 항목들을 동적으로 숨기기.    GridView    setColumnVisibleColumn_GridView,49
250,CheckComboBox - visibleColumn & visibleColumnFalseValue & setVisibleColumn()    특정 선택 항목들을 선택 항목 목록에 표시하지 않고 숨기기.     CheckComboBox    visibleColumn_visibleColumnFalseValue_setVisibleColumn_CheckComboBox,59
251,Radio - visibleColumn & visibleColumnFalseValue & setVisibleColumn()    특정 선택 항목들을 선택 항목 목록에 표시하지 않고 숨기기.     Radio    visibleColumn_visibleColumnFalseValue_setVisibleColumn_Radio,57
252,SelectBox - visibleColumn & visibleColumnFalseValue & setVisibleColumn()    특정 선택 항목들을 선택 항목 목록에 표시하지 않고 숨기기.     SelectBox    visibleColumn_visibleColumnFalseValue_setVisibleColumn_SelectBox,59
253,CheckBox - enableColumn & enableColumnFalseValue    특정 선택 항목들을 비활성화.    CheckBox    enableColumn_enableColumnFalseValue_CheckBox,37
254,CheckComboBox - enableColumn & enableColumnFalseValue    특정 선택 항목들을 비활성화.    CheckComboBox    enableColumn_enableColumnFalseValue_CheckComboBox,39
255,Radio - enableColumn & enableColumnFalseValue    특정 선택 항목들을 비활성화.    Radio    enableColumn_enableColumnFalseValue_Radio,37
256,SelectBox - enableColumn & enableColumnFalseValue    특정 선택 항목들을 비활성화.    SelectBox    enableColumn_enableColumnFalseValue_SelectBox,39
257,CheckBox - setEnableColumn()    특정 선택 항목들을 함수를 사용하여 동적으로 비활성화.    CheckBox    setEnableColumn_CheckBox,39
258,"Multi-language - useLocale & useDefaultLabel    localeRef 속성 값이 언어 파일에 지정되지 않은 경우, 컴포넌트의 label이나 value 값을 표시.     _Multi-language    useLocale_useDefaultLabel_Multi_language",61
259,CheckComboBox - setEnableColumn()    특정 선택 항목들을 함수를 사용하여 동적으로 비활성화.    CheckComboBox    setEnableColumn_CheckComboBox,41
260,Radio - setEnableColumn()    특정 선택 항목들을 함수를 사용하여 동적으로 비활성화.    Radio    setEnableColumn_Radio,39
261,SelectBox - setEnableColumn()    특정 선택 항목들을 함수를 사용하여 동적으로 비활성화.    SelectBox    setEnableColumn_SelectBox,41
262,gridView.column - blockSelect    GridView의 특정 칼럼에 속한 셀들의 선택을 차단.     GridView    blockSelect_gridView_column,41
263,GridView - setBlockSelect()    GridView의 특정 칼럼에 속한 셀들의 선택을 함수를 통해 동적으로 차단.     GridView    setBlockSelect_GridView,50
264,"gridView.column - inputType=""autoComplete""    GridView 특정 컬럼의 inputType을 ""autoComplete""로 설정.
    GridView    inputType_autoComplete_gridView_column",41
265,"gridView.column - inputType=""checkcombobox""    GridView 특정 컬럼의 inputType을 ""checkcombobox""로 설정.
    GridView    inputType_checkcombobox_gridView_column",44
266,Calendar - visibleWeekNum    달력에 표시할 주(Week)의 수를 설정.    Calendar    visibleWeekNum_Calendar,31
267,GridView - copyOption    복사하는 값을 설정 ? 바인딩된 DatatList 값 혹은 현재 화면에 표시된 값 중 어떤 값을 복사할지 결정.     GridView    copyOption_GridView,57
268,"gridView.column - useFilter    필터링 조건을 직접 설정. 
필터링 조건을 목록으로 표시. 
숫자 및 알파벳을 필터링할 경우 조건 비교.    GridView    useFilter_gridView_column",73
269,"Spinner - userAlert    dataType=“date”인 경우, 잘못된 날짜를 입력할 경우 경고창 출력.    Spinner    useAlert_Spinner",40
270,"Spinner - dateIncrementType & dataType=""time""    Spinner가 시간을 표시할 때 (dataType=""time"")  값 증가 단위 설정.    Spinner    dateIncrementType_dataType_time_Spinner",49
271,InputCalendar - pickerType    달력에서 연도 및 월을 선택하는 방식을 설정.    InputCalendar    pickerType_InputCalendar,32
272,"Spinner - dateIncrementType & dataType=""date""    Spinner가 날짜를 표시할 때 (dataType=""date"")  값 증가 단위 설정.    Spinner    dateIncrementType_dataType_date_Spinner",51
273,MultiUpload - maxcount    업로드할 수 있는 최대 파일 수를 지정.    MultiUpload    maxcount_MultiUpload,30
274,"Calendar - setHoliday()    특정 날짜를 휴일로 지정. 
    Calendar    setHoliday_Calendar",31
275,"Calendar - setHolidayRef()    DataList 컬럼에 지정된 날짜들을 휴일로 지정. 
    Calendar    setHolidayRef_Calendar",40
276,Calendar - removeHoliday()    setHoliday() 혹은 setHolidayRef() 함수를 사용한 휴일 지정을 취소.     Calendar    removeHoliday_Calendar,38
277,"GridView - noResultMessage & noResultMessageVisibleAlways    GridView와 바인딩된 DataList에 데이터가 없는 경우, 지정한 메시지를 표시.     GridView    noResultMessage_noResultMessageVisibleAlways_GridView",52
278,GridView - dataDragDropOther    다른 GridView로만 드래그-앤-드롭을 허용. (동일 GridView 내에서의 이동은 방지.)    GridView    dataDragDropOther_GridView,51
279,"TabControl - tabScroll & tabScrollAuto    탭이 여러 개인 경우 상단에 스크롤을 표시하고, 마지막 탭을 닫을 경우 앞쪽의 탭으로 마지막 탭의 위치 채우기.    TabControl    tabScroll_tabScrollAuto_TabControl",79
280,"gridView.column - autoFitFilterList    필터링 기능을 사용할 경우, 필터 상자의 너비를 텍스트 크기에 따라 자동 조절.     GridView    autoFitFilterList_gridView_column",55
281,"GridView - moveKeyEditMode & moveKeyEditModeAll    방향키로 셀 사이를 이동할 때, 셀로 이동하는 동시에 편집 모드로 진입.     GridView    moveKeyEditMode_moveKeyEditModeAll_GridView",64
282,"gridView.column - inputType=""expression"" & AVG    GridView에서 소수점 숫자에 대한 AVG 연산 수행. (JavaScript의 부동 소수점 오류 자동 보정.)     GridView    inputType_expression_AVG_gridView_column",59
283,AutoComplete - onchange    onchange 이벤트는 선택 항목을 변경할 때 발생.    AutoComplete    onchange_AutoComplete,30
284,"$p - getEventTarget()    이벤트가 발생한 컴포넌트의 정보를 반환. (pluginName, id, realId)    $p    getEventTarget_$p_WebSquare_util",50
285,MultiUpload - getFileInfos() & setParamJSON()    업로드하는 각 파일 별로 서로 다른 파라미터를 설정.    MultiUpload    getFileInfos_setParamJSON_MultiUpload,46
286,"gridView.column - inputType=""expression"" & SUM    GridView에서 소수점 숫자에 대한 SUM 연산 수행. (JavaScript의 부동 소수점 오류 자동 보정.)     GridView    inputType_expression_SUM_gridView_column",58
287,$p - openPopup() & options.closeAction    팝업창의 닫기 버튼을 클릭할 경우 호출할 사용자 정의 함수를 지정.    $p    openPopup_closeAction_$p,49
288,"gridView.column - inputType=""checkbox"" & partialCheckNextClick    일부 행들이 선택된 상태에서 헤더의 체크박스를 선택할 경우 전체 행의 선택 및 선택 해제 여부를 결정.     GridView    inputType_checkbox_partialCheckNextClick_gridView_column",72
289,"InputCalendar - pickerType & dynamicHeaderOrder    pickerType=""dynamic""인 경우 달력 헤더 부분의 연도 및 월 표시 순서 설정.    InputCalendar    pickerType_dynamicHeaderOrder_InputCalendar",53
290,InputCalendar - visibleWeekNum    달력에 표시할 주(Week)의 수를 설정.    InputCalendar    visibleWeekNum_InputCalendar,33
291,GridView - visibleRowNum & visibleRowNumFix    GridView에 표시하는 행의 개수(visibleRowNum)를 기반으로 GridView 높이를 설정.    GridView    visibleRowNum_visibleRowNumFix_GridView,51
292,LinkedDataList - setCondition() & Radio    Radio와 바인딩된 LinkedDataList의 필터링 혹은 정렬 조건을 설정.     DataCollection    setCondition_LinkedDataList_Radio,49
293,WindowContainer - onminimizebtnclick & onrestorebtnclick    윈도우 크기를 최소화하는 버튼 혹은 복원하는 버튼을 클릭할 때 발생.     WindowContainer    onminimizebtnclick_onrestorebtnclick_WindowContainer,65
294,Calendar - onmonthselect & onyearselect    달력에서 월 혹은 연도를 변경할 경우 발생.     Calendar    onmonthselect_onyearselect_Calendar,39
295,SelectBox - tooltipDisplay & itemTooltipDisplay    선택된 항목에 대한 툴팁을 표시. Vs. 선택 항목 목록 상에서 툴팁을 표시.     SelectBox    tooltipDisplay_itemToolTipDisplay_SelectBox,60
296,SelectBox - itemTooltipFormatter    툴팁을 직접 변환하여 선택 항목 목록 상에 표시.    SelectBox    itemTooltipFormatter_SelectBox,42
297,GridView - advancedExcelDownload() & options.trim    GridView를 Excel 파일로 다운로드 할 때 Excel 파일의 각 셀에 포함된 공백을 제거.     GridView    advancedExcelDownload_trim_GridView,50
298,"GridView - subtotalStyleFormatter & subtotalColumnId    subtotal 컬럼 별로 적용할 CSS 클래스를 판단. 즉, subtotal 컬럼에 따라 서로 다른 CSS를 적용.    GridView    subtotalStyleFormatter_subtotalColumnId_GridView",65
299,DataMap - onbeforemodelchange    데이터 값이 변경되기 직전에 발생.    DataCollection    onbeforemodelchange_DataMap,31
300,GridView - contextMenu & autoFit    GridView의 컨텍스트 메뉴를 이용하여 컬럼 폭을 조정.     GridView    contextMenu_autoFit_GridView,42
301,GridView - contextMenu    사용자가 GridView 위에서 마우스 우클릭할 경우 컨텍스트 메뉴를 표시.     GridView    contextMenu_GridView,43
302,GridView - contextMenuAltClick    Alt 키 + 마우스 좌클릭을 통해 GridView의 컨텍스트 메뉴를 표시.     GridView    contextMenuAltClick_GridView,49
303,TreeView - showCheckbox & setShowCheckBox()    TreeView의 각 노드에 체크박스를 표시.     TreeView    showCheckbox_setShowCheckBox_TreeView,41
304,"TreeView - showCheckbox & hierarchy    부모 노드의 체크박스를 선택하여 하위 노드 전체를 선택. 
    TreeView    showCheckbox_hierarchy_TreeView",45
305,GridView - autoFit    전체 컬럼 혹은 마지막 컬럼의 폭을 조절하여 GridView 전체 너비를 채움.    GridView    autoFit_GridView,50
306,"GridView - autoFit & autoFitMinWidth    GridView의 너비가 특정 값 이상인 경우, 컬럼 폭을 조절하여 GridView의 전체 너비를 채움.     GridView    autoFit_autoFitMinWidth_GridView",62
307,"GridView - setAutoFit() & clearAutoFit()    GridView의 autoFit 속성을 적용하거나 취소. 
    GridView    setAutoFit_clearAutoFit_GridView",42
308,Group - Styling    Group 컴포넌트 스타일링 팁.     Group    styling_Group,29
309,TableLayout - Introduction    TableLayout 소개.     TableLayout    introduction_TableLayout,18
310,"TableLayout - adaptive=""layout"" & adaptiveThreshold    적응형 웹 적용.     TableLayout    adaptive_adaptiveThreshold_TableLayout",33
311,TextBox - tagname    HTML 태그 사용.    TextBox    tagname_TextBox,18
312,$p - executeSubmission() & DataList & GridView    GridView와 바인딩된 DataList에 원격지의 데이터를 로딩.     $p    executeSubmission_$p_DataList_GridView,45
313,SelectBox - depthColumn    계층 구조의 데이터를 선택 항목으로 표시.     SelectBox    depthColumn_SelectBox,32
314,WebSquare.logger - enableContextMenu() & disableContextMenu()    디버깅 메뉴를 동적으로 허용하거나 차단.     WebSquare.logger    enableContextMenu_disableContextMenu_WebSquare_logger,51
315,Accordion - enterKeyPanelToggle    Enter 키를 이용하여 패널을 열고 닫기.    Accordion    enterKeyPanelToggle_Accordion,37
316,TextArea - showPlaceHolderOnReadOnly    읽기 전용 모드 혹은 비활성화 상태에서도 placeholder를 표시.     TextArea    showPlaceHolderOnReadOnly_TextArea,43
317,InputCalendar - disableDate()    공휴일을 포함한 지정한 날짜들을 비활성화.     InputCalendar    disableDate_InputCalendar,40
318,GridView - dataDragSelect & useShiftKey to copy    마우스 드래깅 혹은 Shift 키를 사용하여 여러 셀들을 선택한 후 다른 GridView로 복사하기.     GridView    dataDragSelect_useShiftKey_to_copy_GridView,61
319,GridView - onscrollstart & alwaysTriggerScrollStart    onscrollstart 이벤트는 세로 스크롤이 GridView 상단에 닿을 때 발생.     GridView    onscrollstart_alwaysTriggerScrollStart_GridView,54
320,"Spinner - autoFocus & nextTabID & dataType=""date"" & dateIncrementType    날짜를 입력할 경우, nextTabID 컴포넌트로 포커스를 이동.     Spinner    autoFocus_nextTabID_dataType_dateIncrementType_Spinner",62
321,"AutoComplete - autoFocus & nextTabID    선택 목록의 값과 일치하는 값이 입력될 경우, nextTabID 컴포넌트로 포커스를 이동.    AutoComplete    autoFocus_nextTabID_AutoComplete",58
322,Page - initScript    페이지 로딩 직후 실행되며 scwin.onpageload 이전에 실행.     Page    initScript_Page,33
323,Page - postScript    페이지 로딩 시 scwin.onpageload 스크립트가 실행된 후에 실행.     Page    postScript_Page,35
324,TabControl - onscrollleftbtnclick & onscrollrightbtnclick & onsubmenubtnclick    사용자가 스크롤 바의 버튼 중 하나를 클릭할 때 발생.     TabControl    onscrollleftbtnclick_onscrollrightbtnclick_onsubmenubtnclick_TabControl,75
325,GridView - advancedExcelUpload() & options.decimal & options.applyDecimal    Excel 파일의 소수점 데이터를 Excel 표시 형식(“일반” 혹은 “숫자”)에 상관 없이 반올림하여 GridView로 업로드.    GridView    advancedExcelUpload_decimal_applyDecimal_GridView,76
326,"Page - script execution sequence    WFrame이 중첩된 경우 onpageload, initScript, postScript 실행 순서.    Page    script_execution_sequence_Page",35
327,Page - onpageload    페이지 로딩 직후 발생하는 이벤트.  페이지 로딩 직후 실행할 함수를 정의. (scwin.onpageload)    Page    onpageload_Page,52
328,"gridView.column - inputType=""drilldown""    GridView 특정 컬럼의 inputType을 “drilldown”으로 설정.     gridView.column    inputType_drilldown_gridView_column",45
329,TextBox - tooltipDisplay & tooltipShowAlways    (데이터 길이가 짧아서 화면에 모두 표시되는 경우에도) 항상 툴팁을 표시.    TextBox    tooltipDisplay_tooltipShowAlways_TextBox,59
330,WFrame - onpageload execution sequence    WFrame이 중첩된 경우 scwin.onpageload 실행 순서.    WFrame    onpageload_execution_sequence_WFrame,38
331,"gridView.column = inputType=""checkbox"" & checkHeaderOnviewchange    헤더의 체크박스를 선택할 경우, 선택되거나 선택 해제되는 행의 개수만큼 onveiwchange 이벤트를 발생.     GridView    inputType_checkbox_checkHeaderOnviewchange_gridView_column",76
332,$p - getSubmission() & subObj.setRequestHeader()    각 Submission 별로 requestHeader를 설정.     $p    setRequestHeader_getSubmission_$p,33
333,"SelectBox - depthColumnHeight & depthColumnWidth    계층 구조의 선택 항목을 표시할 경우, 선택 목록의 높이 및 너비를 지정.    SelectBox    depthColumnHeight_depthColumnWidth_SelectBox",59
334,Accordion - getOpenPanelListInfo()    현재 열려 있는 모든 패널들의 속성을 반환.     Accordion    getOpenPanelListInfo_Accordion,42
335,Accordion - getOpenPanelInfo()    현재 열린 패널 중 첫 번째 혹은 지정한 인덱스에 해당하는 패널의 속성을 반환.    Accordion    getOpenPanelInfo_Accordion,58
336,SearchBox - setRef()    ref 속성(바인딩하는 DataMap의 key 혹은 DataList의 column)을 직접 설정.      SearchBox    setRef_SearchBox,45
337,LinkedDataList - setColumnFilter()    LinkedDataList의 데이터를 필터링.    DataCollection    setColumnFilter_LinkedDataList,31
338,IFrame - spa & spaReplaceHistory    IFrame 내부의 앞으로 가기 및 뒤로 가기 동작 금지.    IFrame    spa_spaReplaceHistory_IFrame,45
339,WindowContainer - frameMode & spaReplaceHistory    IFrame 윈도우 내부의 앞으로 가기 및 뒤로 가기 동작 금지.    WindowContainer    frameMode_spaReplaceHistory_WindowContainer,51
340,InputCalendar - dayMoveFixed    특정 일 선택 후 월이나 연도를 이동해도 현재 선택한 일을 유지.    InputCalendar    dayMoveFixed_InputCalendar,44
341,ScheduleCalendar - editable    마우스 드래그-앤-드롭을 통해 일정의 시작일 및 종료일을 변경.    ScheduleCalendar    editable_ScheduleCalendar,44
342,ScheduleCalendar - selectable    특정 날짜를 클릭하거나 여러 날짜를 드래깅하여 스케줄 정보를 입력.     ScheduleCalendar    selectable_ScheduleCalendar,52
343,WebSqsuare.util - multipleExcelDownload() & options.multipleSheet    여러 GridView를 하나의 Excel 시트로 다운로드.    WebSquare.util    multipleExcelDownload_multipleSheet_WebSquare_util,47
