"idx","topic_title","topic_content","topic_reply_main","topic_reply_re"
657,iframe 자식창 제어문제2,"<< 개요 >>

iframe 안에 있는 form_submit_inner_xml 의 input1 을 컨트롤 하고 submit 하는 소스입니다. 
input1 이 컨트롤이 안되서 디버깅을 해보니  var ifr = iframe1.getWindow();  까지는  문제가 없으나
input1.setValue 에서 문제가 있어보입니다.  try catch로 잡힌에러로는 TypeError: Cannot read property 'setValue' of undefined
이문제가 지금 해결이 안되 3일째 고생중입니다. 미치겠습니다.  어떤문제인지 답변부탁드립니다.


<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)
보내드린 소스 돌려보시면 됩니다.


","var ifr = iframe1.getWindow();

ifr.mf_input1.setValue(""hello"");
ifr.mf_secret1.setValue(""world"");
ifr.tab1.submit();

요렇게 하니까 컨트롤이 되는데. 
확인부탁드립니다.

SP4 버전부터 제공되는 strictMode 로 인해 각 프레임의 객체를 참조하는 접근방식을 사용하셔야 합니다. 
아래와 같이 사용해주시기 바랍니다. 
ifr.$p.main().input1.setValue

strictMode에 대한 좀 더 상세한 내용은 아래 가이드 참고해주시기 바랍니다. 
http://docs1.inswave.com/sp4_user_guide#ede2ea527a36d90e

",""
658,[문의] 팝업 iFrame 재문의입니다2,"<< 개요 >>
( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )

4212 번의 추가 질문입니다.
( https://wtech.inswave.kr/websquare/websquare.html?w2xPath=/ws/index.xml&inPath=/ws/qna/qna_view.xml&document_srl=64066 )

안녕하세요. 
일전에 유선상 및 댓글로 전달받은 해결사항이 잘 동작하지 않아 문의 드립니다.

mabnf001mvm.xml (이하 부모화면)
mabnf001pin04.xml (이하 팝업화면)
이렇게 두 개의 샘플을 첨부합니다.

1. 부모화면에서 scwin.btnCmdPui_onclick 이벤트에서 options에 팝업의 id (mabnf001pin04)를 주었습니다.
2. 팝업화면의 첫번째 selectBox의 onChange이벤트가 일어날 시 iframe의 contentWindow를 찾아 postMessage를 해줍니다.

이때, 두 가지의 방법을 사용해보았습니다.
1. 안내받은 방법인 getWindowPopup 사용
var winObj = $w.getPopupWindow(""popup1"");
var iframeWinObj = winObj.iframe1.getWindow();

2. 팝업화면에서 iFrame객체 (ifmFpWorld)에서 getWindow함수 사용
ifmFpWorld.getWindow().postMessage(""test"", ""*"");
- setSrc 전에 postMessage를 적어보아도 동일하였습니다.

iFrame화면 내에서는 onLoad 이벤트에 하단과 같은 스크립트를 작성하였습니다.
window.addEventListener(""message"", function(){ console.log('a'); });


문의사항은 총 3가지입니다.
1. 안내받은 방법(1)에서 getPopupWindow가 되지 않는 이유
2. 제가 진행한 방법(2)에서 getWindow에 postMessage를 해주었음에도 불구하고 iFrame화면 내의 event에서 console이 찍히지 않는 이유
3. 1번의 getWindow와 2번의 getWindow가 동일한 객체를 리턴하는지

혹시 이해가 안되시는 부분이 있으시다면 연락 혹은 댓글 남겨주세요.
감사합니다!


<< 재현 방법 >>
1. mabnf001mvm를 오픈한다.
2. '신규상품' 버튼을 클릭한다.
3. 팝업의 첫번째 셀렉트박스에서 값을 선택한다.
( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하세요
문의 내용 답변드립니다

1. 안내받은 방법(1)에서 getPopupWindow가 되지 않는 이유
> getPopupWindow 는 부모창에서 호출하여 window 객체를 리턴하는 함수 입니다. 팝업 내부에서는 window 입니다

2. 제가 진행한 방법(2)에서 getWindow에 postMessage를 해주었음에도 불구하고 iFrame화면 내의 event에서 console이 찍히지 않는 이유
> 소스를 보니 setSrc 이후 바로 postMessage 를 호출하는듯합니다
시점 문제가 있어 setTimeout 으로 postMessage 호출을 지연해주시거나 역으로 iframe 에서 팝업 창의 함수를 호출하셔야 합니다
하지만 현재는 html 페이지를 수정할 수 없는 상황으로 보이니 현재로선 setTimeout 밖에 방법이 없어 보입니다

3. 1번의 getWindow와 2번의 getWindow가 동일한 객체를 리턴하는지
> 1번은 현재 팝업 window 객체를 가져오기 위함이고 2번의 getWinodw 는 iframe 의 객체를 가져오는 방법입니다

감사합니다

","안녕하세요. 
시점 문제가 맞는 것 같아 setTimeout으로 해결하였습니다.

친절하고 빠른답변 감사합니다!

"
659,iframe내 html화면에 파라미터 전달4,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )
안녕하세요. 
저희의 화면 구조는 현재 하단과 같이 되어있습니다.

하단 화면에서 iFrame과 html간에 데이터를 주고받아야하는 상황입니다. 
부모(popup) - 자식(iframe - html)간의 데이터를 postMessage로 주고받는 상황이라고 이해하시면 될 것 같습니다.
(크로스 도메인관련 설정은 모두 마친 상태이고, html 정상 오픈 여부 또한 확인하였습니다.
 해당 html파일은 웹스퀘어로 구현한 파일이 아닙니다.)

iFrame화면 내에서 현재 html에 데이터를 전송하기 위해 구현한 로직입니다.
var window = ifmTest.getWindow();
window.postMessage({""test"" : ""a"", ""test2"" : ""b""}, ""*"");  // 자식객체에 접근해야함
ifmTest.setSrc(""http://devtest.com:8000/test/test.html"");

이후, html script 내 onLoad 이벤트에서 구현한 소스입니다.
window.addEventListner(""message"", function(e){
    var psData = e.data;
    console.log(psData);
});

하지만 console.log가 찍히지 않아 문의 드립니다.

postMessage를 자식에게 보낼 때에는 자식의 getElementById를 해야한다고 알고있는데
웹스퀘어에서 iframe.getWindow()가 먹지 않는 것 같습니다.

해당 사항에 대해 참고한 사이트 주소 공유 드립니다. 
(https://junspapa-itdev.tistory.com/55)

질문을 요약하자면 다음과 같습니다.
- iFrame.getWindow()를 한 후 자식 객체에 접근하는 방법
- 만약 접근이 필요없다면 html파일 내에서 window.addEventListner가 먹지 않는 이유?
- 반대의 상황 (자식 -> 부모) 일때 window.addEventListner('message', function(e){ }); 형태로 접근이 가능한지

제가 웹스퀘어에 대해 사전지식이 없는 상태로 개발하다보니 초보적인 질문같이 느껴지네요...
이해가 안가시는 사항이 있으시다면 언제든지 답글 달아주시길 바랍니다. 
만약 가능하시다면 예제 파일도 부탁드립니다.
감사합니다.


<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하세요. 

유선상으로 문의전화 받은 후 런타임 엔진 버전 전달 드립니다.

Version :  5.0_1.2107B.20160401.095907_1.6

감사합니다.

안녕하세요
엔진 버전 확인 감사합니다 웹스퀘어5 SP1 버전 기준으로 가이드 드립니다
팝업 window 객체 접근은 getPopupWindow API 를 통해 접근할 수 있습니다

# Example
var winObj = $w.getPopupWindow(""popup1"");
var iframeWinObj = winObj.iframe1.getWindow();

> iframeWinObj.postMessage
> iframeWinObj.addEventListner

# API
//window object
var windowObj = $w.getPopupWindow(""popup1"");


감사합니다

","네 사용하셔도 됩니다
$w.openPopup 은 WebSquare.util.openPopup 의 축약된 객체입니다

var windowObj = WebSquare.util.getPopupWindow(""popup1"");
처럼 사용할 수 있습니다

그리고 위에 getPopupWindowList API 는 SP2 엔진 2020.04월 이후 엔진에서 사용할 수 있습니다
혼란을 드려 죄송합니다. getPopupWindowList 는 댓글에서 삭제하겠습니다.
 

"
660,IFRAME 태그 IE에서 오류발생관련 문의1,"<< 개요 >>
IFRAME 의 경로를 유튜브 동영상으로 했을때 크롬에서는 정상적으로 나오지만
IE에서 검정색화면으로 만 나와서 재생이 안되는 경우가 생깁니다.
주소:
https://www.yjp.ac.kr/yjs/websquare/websquare.html?w2xPath=/yjs/common/popup/iphak/yi03_individual_t.xml

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )



<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","호환성 설정 및 <meta content=""IE=Edge"" /> 설정 변경 원격지원 드렸습니다.

",""
661,iframe post 방식으로 데이터 전송2,"<< 개요 >>
iframe url에 파라메터를 get방식이 아닌 post방식으로 전달할 수 있는 방법을 알고 싶습니다.
get 방식으로 데이터를 전송하다보니 데이터가 늘어날 경우 IE에서 오류가 발생하여 수정 중에 있습니다.



<< 재현 방법 >>
( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하세요
w2:iframe 과 w2:tag 컴포넌트를 이용하여 WebSquare.net.ajax API 로 form submit 하는 샘플을 첨부합니다
또는 생성된 iframe 내의 form dom 에 직접 접근하여 form.submit 을 호출하셔되 됩니다 
감사합니다

 

","감사합니다. 해결됐습니다.

"
662,화면내 iframe에 호출된 jsp 페이지에 파라미터 넘기는 방법 문의드립니다.2,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )
업무화면내 iframe 영역이 있습니다. 해당 iframe영역에 ClipReport를 랜더링하는 JSP가 호출되는데요.
이 JSP가 열릴 때 파라미터를 아래의 방법 중 하나로 넘겨받는 방법 및 샘플소스를 문의드립니다.

1. iframe내 JSP페이지 호출 시 POST방식으로 파라미터 넘기긴 후 화면내 Javascript Function 실행
2. iframe내 JSP페이지 호출 후 JSP로딩이 완료됨을 인지할 수 있다면 로딩완료 후 JSP페이지내 INPUT 태그를 ID로 접근하여 값을 넘기고, JSP내 javascript Function 실행

<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","해당 문의사항은 웹스퀘어와는 관계가 없는것으로 보여집니다.

구글링을 통해 아래의 내용으로 확인해보시기 바랍니다.
https://alletry.tistory.com/entry/form%EC%97%90-target%EC%9D%84-%EC%A7%80%EC%A0%95%ED%95%B4-post-%EB%B0%A9%EC%8B%9D%EC%9C%BC%EB%A1%9C-iframe%EC%97%90-%EB%84%98%EA%B8%B0%EA%B8%B0
 

","그냥 iframe Dom객체에 접근하는 방법 알아내서 해결하였습니다.

하지만 그저 구글링을 하라는 내용보다 Websquare내 함수등의 기능을 이용해 POST 방식 파라미터 전달이 가능한지 불가능한지와 가능하다면 그 방법에 대해서 기술해주시는게 좋았을 것 같습니다.

"
663,iframe 으로 다른 도메인 호출 했을 때 Websquare.util.openPopup 관련 문의입니다.,"<< 개요 >>
iframe 에서 다른 사이트의 페이지를 호출하는데 WebSquare.util.closePopup함수가 정상 작동하지 않아 문의 한 결과
config.xml의 <systemPreProcessor value=""""/> 에 Websquare.util.setDomain = '도메인' 을 세팅하여 해결 한 적이 있습니다.

해당 처리 후 iframe내의 사이트에서 parent. 다른 함수를 호출 할때 접근할 수 없다는 오류가 떨어집니다.
해당 오류는 setDomain처리를 하기 전에는 발생하지 않았던 오류 입니다.

해당 부분 관련하여 문의 하였고 저희 쪽에서 cross도메인 처리를 해줘야 한다고 답변을 받고 일단 원격지원을 종료하였습니다.

크로스 처리를 하던 도중 궁금한 것이 있어서 문의드립니다.

첫번째, setDomain으로 처리를 해주었는데 또 다른 크로스도메인 처리가 필요한 이유가 뭔가요.?

두번째,
현재 자식 사이트에서는 부모사이트와 어떠한 교류도 필요치 않습니다.
그래서 자식 사이트 내부에서만 동작하면 되는데요,
해당 사이트를 iframe내부에서도 호출하고 window.open으로도 호출 할 필요가 있어서 도메인을 맞출 수는 없는 상황입니다.

자식사이트에서 WebSquare.util.openPopup를 호출하면 부모사이트의 객체로 인식되어 팝업이 띄워지는 것 같은데요.

WebSquare.util.openPopup에서 띄우는 팝업이 iframe내부에서 동작하면 부모사이트와 크로스도메인 처리를 하지 않아도 되는거 아닌가요?

WebSquare.util.openPopup의 목적지를 부모창이 아닌 자식창으로 지정하여 호출 할수는 없는건가요?


원격 지원하려고 했더니 5시가 조금 넘었는데 업무가 마감되었다고 해서 우선 게시판에 남깁니다.




<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)




","담당자에게 해당 내용 공유하여 조치 받으실 수 있도록 전달드리겠습니다.

",""
664,Iframe - > wframe 전환 관련 문의1,"<< 개요 >>

메인화면 내에 포함된 탭을
Iframe에서 wframe으로 전환작업중에 있습니다.
DataCollection 및 변수 , 함수명들의 중복을 제거했음에도 다음과 같은 경고문구가 나오고 있습니다.

변환이후 프로세스는 정상적으로 작동되고 있으나, Console 로그에 저런 내용이 나오는 것이 걸려서 문의드려봅니다.


<< 재현 방법 >>

이미지 첨부하였습니다.

","해당현상이 발생하는 관련 화면 xml소스 첨부부탁드립니다.

",""
665,"iframe에서 pdf파일을 인쇄기능 없이, 다운로드 기능 없이, 캡쳐기능 없이 보여주려고 합니다.","<< 개요 >>

iframe에서 pdf파일을 인쇄기능 없이, 다운로드 기능 없이, 캡쳐기능 없이 보여주려고 합니다.



<< 재현 방법 >>

iframe에서 pdf파일을 인쇄기능 없이, 다운로드 기능 없이, 캡쳐기능 없이 보여주려고 합니다.
그래서 마우스 우클릭과 키보드 사용을 막았는데, iframe 안에는 적용되지 않습니다.
iframe 내부에 마우스 우클릭과 키보드 사용을 막을 수 있는 방법이 알고 싶습니다.



","iframe 으로 pdf가 열리기 때문에 스크립트를 이용해 iframe 영역을 제어할 수 없는 상황인 것 같습니다

iframe이 아닌 Flash컴포넌트를 이용하여 pdf를 보여주는 것도 가능합니다(embed 태그로 렌더링)
해당 태그를 이용해서도 pdf문서를 보여줄 수가 있습니다

ex)
<embed id=""pdf_viewer"" src=""/w5test/test.pdf""
style=""position: absolute ;left:6px;top:2px;width:762px;height:519px;"">
</embed>

참고로 브라우져는 pdf문서를 보여줄때 해당 브라우져의 pdf플러그인이 동작이 되기 때문에
해당 플러그인의 자체 기능(인쇄/확대/축소)을 제거하기는 어려움이 있을 것 같습니다

",""
666,useIframe별 popup 화면에서 값을 리턴하는 방법에 관하여1,"<< 개요 >>
  WebSquare.uiplugin.popup.openPopup(strUrl, { 
        ..
       
        useIFrame : true,
        
        .. 
        
      });
     위 useIFrame 의 값을 리턴하는 방법을 알고 싶습니다.
        1) . useIFrame : false인 경우 = > window.opener를 이용하여 값을 정상적으로 return 처리중(문제 없음)
        2). useIFrame : true인 경우 = > 리턴 값을 어떻게 처리해야 할지 모르겠읍니다.
                                                (1)과 같이 리턴을 하면 값을 전달되지 않고 error 발생함.
     해당 (2)항 문제에 대하여 방법 좀 알려주세요
<< 재현 방법 >>
( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)

","유선상으로 설명해 드린 부분 아래와 같이 정리하였습니다.
확인 부탁드립니다.

1. get 방식 
          전송
var name = WebSquare.text.BASE64URLEncoder(""테스트""); 
WebSquare.uiplugin.popup.openPopup(
    ""/template/test2.xml&name="" + name
    ,.....

수신
var nm = WebSquare.net.getParameter(""name"");


2. popup의 xml 옵션 사용

전송
var value1 = ""테스트"";
var value2 = ""순서"";

var tmpDoc = '{""name"":""' + value1 + '"",""seq"":""' + value2 +'""}';
WebSquare.util.openPopup(
  ""/template/test2.xml""
  ,{  id:....
   ,xml: tmpDoc
  }
);

수신
var popUp_return = WebSquare.uiplugin.popup.getPopupParam();
   var con = JSON.parse(popUp_return);
alert(con.name);
alert(con.seq);

",""
667,iframe 안쓰고 layer popup 띠우는방법3,"<< 개요 >>
( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )
irame안쓰고 wframe을 layer popup을 띄우고 싶습니다. 안에 들어가는 속성은 추가삭제가 가능한 텝컨트롤이 들어갈꺼구요.
어느정도의 웹접근성 준수해야되며, 모바일에서도 사용 가능해야됩니다.
플로팅레이어사용 해라는 이야기는 하지 마시구요. 다른방법 부탁드립니다.

<< 비고 >>
샘플 파일 요청드립니다.

빠른 답변 바랍니다","기술지원 인력에게 전달하였습니다.

WebSquare.layer.showModal 을 이용하여 layer 를 띄우는 예제입니다. 첨부파일 참조하여 주세요.

","감사합니다~

"
668,iFrame 관련 문의드립니다.2,"<< 개요 >>
( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )
   iFram의 자식창으로 부터 group Size를 리턴받아 부모창의 iFrame의 사이즈 변경을 하기위한 문의입니다.
<< 재현 방법 >>
( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)
   1. 순서문의 입니다.
      개발시
 function fntest(){
      gUrl = ""/ateqs/ux/sheet/template/CAT_TRNG.xml"";
      ifm.setSrc( gUrl );
// iFrame에 setSrc 를 이용하여 url을 적용시킨후
      var bRet = fn_Check();  // 함수를 호출합니다. src가 제대로 적용되었는지 테스트 중에 alert을 이용하여 src를 먼저 확인합니다.
      // 여기서 문제는 iFrame에 .setSrc를 이용하여 url을 넣어 변경토록 하였지만 fn_Check() 함수를 호출하여 화면에 alert이 떠있는동안
      // iFrame에 입력한 주소의 화면이 불러지지 않으며 alert 의 확인 버튼을 눌러 사라지게 한후 화면변화를 보면
      // alert 창이 없어진후에 화면이 그려지는 것을 확인할 수 가 있었습니다.
      // setSrc 를 하여 iFrame에 화면 구성을 완료하여 끝나는 시점을 알 수 있는 방 법이 있는지 문의드립니다.
      // 추후 iFrame안에는 각각 분개처리를 하므로 이벤트에 따라 한화면안에서 주기적으로 화면변화가 이루어져야하므로 빠른 답변을 기다립니다.
 }
  function fn_Check(){
  
   var sss = ifm.getSrc();
alert(""sss : "" + sss);
   return sss;
  }
 2. iFrame 의 자식에서 함수를 호출하여 원하는 컴포넌트의 사이즈를 사용하려합니다.
var sizeArr = ifm.getWindow().fn_OnSize();
 이런식으로 getWindow를 사용하여 자식창의 함수를 호출하여 return 값을 받아올 수 가 있는데
자식창 파일이름이 xxx.xml 이라 가정할때
xxx.xml 을 미리보기하여 group component 의 높이와 넓이를 가져와 확인하면
ex) w = 1000
    h = 500
이라 나오는데
부모창에서 ifm.getWindow().fn_OnSize(); 로 자식창의 함수를 사용하여 값을 리턴 받게되면
ex) w = 230
    h = 1130
이런식으로 전혀 다른 값이 리턴되고 있습니다.
현제 group 넓이와 높이를 리턴받을시 사용한 방법으로는
자식창 function
 
        // 모든 시트에 적용할 function
        function fn_OnSize(){
        
   gHeight = grp_wrap_sheets.getSize( ""innerHeight"" );
gwidth = grp_wrap_sheets.getSize( ""innerWidth"" );
         
         return ( gwidth + "","" + gHeight );
        }
 이렇게 받아 사용하지만 부모창에서 불러온 자식창의 값은 정상적으로 넘어오지가 않습니다.
 빠른 답변 부탁드리겠습니다.

<< 실행 결과 >>
( 오류가 발생한 경우 발생 상태나 결과 로그를 옮겨 주시면 됩니다. )

<< 기대 결과 >>
( 기대했던 결과를 서술하여 주시면 됩니다. )

","2번 내용 답변드립니다.
iframe으로 setSrc되는 화면(CAT_TRNG.xml)는 현재 relative로 디자인되었으며 main화면 iframe에 최초 그려질경우 최소사이즈인 이미지(image5) 사이즈에
맞게 iframe이 그려집니다. 웹스퀘어 스튜디오에서 preview로 보았을때의 사이즈와 다른것은 이 때문입니다.
 그리고 화면이 완전히 렌더링이 되기전에는 width, height 사이즈를 알수 없습니다.
화면마다 고정된 사이즈를 원하시면 grp_wrap_sheets 그룹의 widht, height를 지정해주어야 하며 동적인 사이즈 변경을 위해서는
main화면에서 setSize를 해주어야 합니다. 이상입니다.
 당부 말씀드리자면 급하신 질문은 Q&A 말고 기술지원 담당에게 연락주시길 바랍니다. Q&A는 실시간으로 답변을 못드리며 개발에 방해가 안되는 선에서
시간을두고 궁굼하신 내용을 올려주시면 감사하겠습니다.

",""
669,iframe에 데이터 전달 관련1,"iframe을 이용하여 웹스퀘어 화면 안에 jsp페이지를 불러오고 있는데
해당 jsp 페이지에 데이터를 보내는 방법이 궁금합니다.
웹스퀘어상에서 선언된 변수를 jsp안에서 사용하려고 합니다.","iframe의 src에  src=""/iframe_load/NewFile.jsp?param=abc"" 이렇게 파라미터를 넘기면



jsp에서 String test = request.getParameter(""param""); 이렇게 받으시면 될 것 같습니다.",""
670,openPopup 사용시 useIFrame 를 True로 했을 경우 resizable가 false 안되는 현상에 대한 질문,"<< 개요 >>
( 1.  WebSquare.uiplugin.popup.openPopup 를 사용해서 팝업창을 만드는데, 
   틀 디자인이 웹스퀘어에서 제공하는 틀을 사용하기 위해  useIFrame : true로 설정했습니다.
   근데 틀 고정을 해야 하는데, 이 부분이 잘 안되네요.
   resizable : false 하는 방법 말고 다른 방법이 있나요?

2. 그냥 type을 browser로 했을 시에 주소창이 안나오게 설정할 수 있나요?? 속성에 location : false로 해봤는데 안되더라고요..


<< 비고 >","우선 resizable속성은 현재 window.open으로 띄우는 경우에 주는 옵션으로 useIFrame을 사용하는 경우에는 지원이 되고 있지 않습니다.

해당 내용은 기능 추가로 연구소에 요청해놓았으며 세부 일정은 기술지원 담당자를 통해 안내받으시기 바랍니다.

추가로, resize 가 안되는 대체 컴포넌트로는 floatingLayer 가 있습니다.

연구소 할당 번호 : 3123

2012.10.29일자 이후 엔진에 적용될 예정입니다. 
resizable=false시, IFrame을 사용하는 Popup에서도 적용됩니다.

",""
671,iframe 으로 오즈리포트 화면 출력 에러..3,"<< 개요 >>
웹스퀘어에서 오즈 리포트를 iframe  에  붙여 넣어서 화면에 출력하려고 합니다.
웹스퀘어에서 제공하는 iframe을 써서 만드는데, mdi 에서 화면이 바뀌면 해당 xml에 첨부된  iframe 도 바뀌어야 하는데 화면에 리포트 화면이
그대로 남아있어서 문의 드립니다.


<< 재현 방법 >>
해당 소스와 캡쳐 이미지를 첨부했습니다.


<< 실행 결과 >>
( 오류가 발생한 경우 발생 상태나 결과 로그를 옮겨 주시면 됩니다. )

<< 기대 결과 >>
( 기대했던 결과를 서술하여 주시면 됩니다. )

","iframe.setSrc 를 쓰지는 않고, iframe 에 태그에 하드 코딩 해 두었습니다. 
  iframe을 리프레쉬하는게 아니고, 각 xml마다   iframe이 들어있어서, mdi 창이 바뀌면 이전 윈도우가 최소화될때 해당 iframe 이 최소화 되지 않고, 화면에 계속 남아있는 증상이 발생합니다.
  <clearMemory value=""true""/> 를 해주어도 같은 증상이 계속 발생합니다.

해당 현상에 대해 기술지원 담당자에게 전달하여 별도 확인 요청하도록 하겠습니다.

",""
672,IE7에서 iframe 및group컴퍼넌트 버그 확인 요청2,"IE7에서 탭메뉴 안에 iframe을 넣고 iframe에 xml페이지를 불러올 시

xml페이지에 <xf:group id="""">일경우 그룹이 안보이는 현상이 있습니다.

IE8 IE9 크롬에서는 보이지만 IE7에서만 안보이는 현상이 발생합니다.

 

확인하여 주십시요.","id값이 없으면 그룹컴퍼넌트가 안보이는 현상이 있네요. 오류메세지나 에러가 나지 않아서 몰랐습니다. 감사합니다.

",""
673,컴포넌트 동적 생성 및 iframe 데이터 전송 문의2,"<< 개요 >>

컴포넌트 동적 생성 문의.
DB에서 가저오는 data의 개수 만큼 컴포넌트를 생성하여 출력하려 함.

DB에서 질문 list 와 응답 list를 조회하여 textBox와 radio button으로 출력하려 할 때 그 개수가 계속 변하므로 컴포넌트를 동적 생성 해야 함.

예)
 1. 프로젝트 납기는 준수하였습니까?
  (radio) 매우 만족
  (radio) 만족
  (radio) 보통
  (radio) 불만
  (radio) 매우 불만

 2. 보고는 정기적으로 적절히 이루어졌습니까?
  (radio) 매우 만족
  (radio) 만족
  (radio) 보통
  (radio) 불만
  (radio) 매우 불만

   ...... 
","1. 컴포넌트 동적 생성



올려 주신 예시와 같이 추가 되는 컴포넌트의 폼이 고정이라면 (textBox + radio 조합) repeat 컴포넌트나 generator 컴포넌트를 이용하여 사용하시면 될 것으로 보입니다.



대략적인 샘플은 우측 sample 의 repeat 부분과 https://www.inswave.com/support/?document_srl=17451 에서 generator 컴포넌트 사용에 대해 확인 해보시면 됩니다.



올려주신 내용과 같은 샘플은 테스트 후 올려드리도록 하겠습니다.



2. iframe 에서의 data 넘겨 주는 방법



부모창에서 자녀창으로 접근하는 경우는 iframe의 API 중 getWindow() 를 사용하여 메서드에 접근하시면 됩니다.



ex) iframe아이디. getWindow().메서드명


repeat 컴포넌트와 generator 를 이용한 샘플은 아래의 링크로 이동하여 확인하여 주시기 바랍니다.



https://www.inswave.com/support/?document_srl=17546",""
674,websquare session 문제 (팝업에 파업/팝업에 iframe)5,"<< 개요 >>
웹스퀘어 화면에서 팝업을 띄우고 그 팝업에서 또 팝업을 띄우거나 iframe을 사용하는 화면이 있으면 그 화면에서 웹스퀘어 세션값을 읽어 오지 못합니다.
<< 재현 방법 >>
지금 기술지원사이트와 같은 페이지에서 window.open을 이용하여 팝업을 띄우면 팝업의 메인프레임에서는 session값이 읽히는데....tab안에 있는 곳(iframe)에서는 session 값이 읽히지 않습니다.
또는 메인화면에서 팝업을 띄우고 또 그 팝업에서 팝업을 띄우면 세션값을 읽지 못합니다.
<< 실행 결과 >>
null 발생
<< 기대 결과 >>
화면에서 설정된 websquare session value
","안녕하세요
기술지원팀 송민구대리입니다.

문의주신 내용을 검토해 보았구요.

부모창에서 WebSquare.session.setAttribute(); 으로 설정한 세션값을 
팝업의 팝업이나 팝업의 탭안의 iframe 에서 WebSquare.session.getAttribute(); 으로 세션값을 읽어올 수 있어야 할 것 같은데..
읽어오지 못하고 있음을 확인하였습니다.

이 문제에 대해서는 연구실에서 엔진의 내부 로직을 검토중에 있습니다.
이 문제의 원인분석 및 조치는 시간이 조금 걸릴 것 같습니다.


하지만 급하게 이처리가 필요하시다면
아래와 같은 방법을 사용할 수 있을 것 같습니다.

1. 팝업의 팝업창안에서 세션값을 얻어오는 방법
WebSquare.session.getAttribute() => opener.WebSquare.session.getAttribute()
과 같이 opener 참조를 이용한다

2. 팝업의 iframe 안에서 세션값을 얻어오는 방법
WebSquare.session.getAttribute() => parent.WebSquare.session.getAttribute()
과 같이 parent 참조를 이용한다



이 방법이 도움이 되었으면 좋겠습니다.
감사합니다.

현재 내용 검토 중에 있구요.
금주내로(5/4전까지) 구체적인 일정을 알려드리도록 하겠습니다.

문제가 해결된 엔진패치(2012/5/8 버젼)를 금일(5/10) 메일로 전달했습니다

","메인프레임 전체가 다시 새창으로 띄우는 경우도 있어서....
다른 프로그램전체가 수정되어야하므로 위와 같은 것을 적용은 좀 어려울것같구요
  빠른 패치 부탁드립니다.
  수고하세요

수정된 패치를 차주 중(5/7이후)으로 드릴 수 있을 것 같습니다

"
