No,video name,video link,video description,video description(ENG),examplefilename,examplefile download link,classification,Key,O X,sample,dubbing,caption
125,GridView - sortable & sortEvent & showSortableImage & sortedIconPosition & sortOrderReverse,https://youtu.be/PvlaP7HAZqU,GridView 각 열에 정렬 기능을 추가. ,Allow sorting on each column. ,/GridView/Sorting/sortable_sortEvent_showSortableImage_sortedIconPosition_sortOrderReverse_GridView.xml,https://inswave.com/confluence/download/attachments/20121070/sortable_sortEvent_showSortableImage_sortedIconPosition_sortOrderReverse_GridView.xml?version=1&modificationDate=1653974169907&api=v2,GridView,sortable_sortEvent_showSortableImage_sortedIconPosition_sortOrderReverse_GridView,Sample O Dubbing X,O,,
126,gridView.column - inputType & viewType,https://youtu.be/govrkDp04nM,GridView 컬럼(gridView.column)의 inputType에 따라 해당 아이콘을 표시. ,"Display icons according to the 
inputType of the corresponding column (gridView.column.)",/GridView/inputType/viewType_inputType_gridView_column.xml,https://inswave.com/confluence/download/attachments/20121068/viewType_inputType_gridView_column.xml?version=1&modificationDate=1653974773694&api=v2,gridView.column,viewType_inputtype_gridView_column,Sample O Dubbing X,O,,
127,GridView - editModeEvent & editModeEventIcon,https://youtu.be/-aoxUkqpDG8,셀 편집 모드 진입에 필요한 마우스 동작을 설정.,Select mouse actions required to enter the Edit mode in the cell.,/GridView/_General/editModeEvent_editModeEventIcon_GridView.xml,https://inswave.com/confluence/download/attachments/20121060/editModeEvent_editModeEventIcon_GridView.xml?version=1&modificationDate=1647580881121&api=v2,GridView,editModeEvent_editModeEventIcon_GridView,Sample O Dubbing X,O,,
128,GridView - keyMoveEditMode & moveKeyEditMode & moveKeyEditModeAll,https://youtu.be/oaRI4VgA3I4,"셀 편집 모드 진입에 필요한 키를 지정. (Enter, Tab, 방향키)","Select keys required to enter the Edit mode in the cell. (Enter, Tab, and arrow keys)",/GridView/_General/keyMoveEditMode_moveKeyEditMode_moveKeyEditModeAll_GridView.xml,https://inswave.com/confluence/download/attachments/20121060/moveKeyEditMode_moveKeyEditModeAll_GridView.xml?version=1&modificationDate=1647503174000&api=v2,GridView,keyMoveEditMode_moveKeyEditMode_moveKeyEditModeAll_GridView,Sample O Dubbing X,O,,
129,GridView - focusFlow,https://youtu.be/48LmTXIrjH8,포커스 이동 방향 설정.,Set focus-moving directions. ,/GridView/_General/focusFlow_GridView.xml,https://inswave.com/confluence/download/attachments/20121060/focusFlow_GridView.xml?version=1&modificationDate=1653975172001&api=v2,GridView,focusFlow_GridView,Sample O Dubbing X,O,,
130,GridView - focusMode & selectedCellColor& selectedRowColor,https://youtu.be/cyrSKWMVQmY,선택된 셀 및 해당 셀이 속한 행을 포커싱하는 방법을 결정.  ,Set how to focus the selected cell and the corresponding row. ,/GridView/_General/focusMode_selectedCellColor_selectedRowColor_GridView.xml,https://inswave.com/confluence/download/attachments/20121060/focusMode_selectedCellColor_selectedRowColor_GridView.xml?version=1&modificationDate=1654560773325&api=v2,GridView,focusMode_selectedCellColor_selectedRowColor_GridView,Sample O Dubbing X,O,,
131,DataList - getFiterList() & clearFilter() & setColumnFilter(),https://youtu.be/n8MHpWaVKaU,"현재 적용된 필터를 저장 후, 저장한 필터를 다시 로딩. ",Save the current filter and reload the saved filter later. ,/_DataCollection/getFiterList_clearFilter_setColumnFilter_DataList/,https://inswave.com/confluence/download/attachments/17110086/getFiterList_clearFilter_setColumnFilter_DataList.zip?version=1&modificationDate=1652837377906&api=v2,DataCollection,getFiterList_clearFilter_setColumnFilter_DataList,Sample O Dubbing X,O,,
132,GridView - setRowVisible() & clearRowVisible(),https://youtu.be/D8IuSJgB-TA,"특정 행(들)을 숨김 처리하고, 숨김 처리를 다시 해제. ",Hide or unhide certain rows. ,/GridView/_General/setRowVisible_clearRowVisible_GridView/,https://inswave.com/confluence/download/attachments/20121060/setRowVisible_clearRowVisible_GridView.zip?version=1&modificationDate=1654561522682&api=v2,GridView,setRowVisible_clearRowVisible_GridView,Sample O Dubbing X,O,,
133,GridView - visibleRowNum,https://youtu.be/cDQtZ5Vw_vA,GridView 상에 표시할 행의 수를 지정. ,Set the number of the rows to display on the GridView. ,/GridView/_General/visibleRowNum_GridView.xml,https://inswave.com/confluence/download/attachments/20121060/visibleRowNum_GridView.xml?version=1&modificationDate=1654561913852&api=v2,GridView,visibleRowNum_GridView,Sample O Dubbing X,O,,
134,WindowContainer - setArrangeWindows(),https://youtu.be/y9X0k0WffSQ,표시할 윈도우 및 표시 방법을 설정. ,Select windows to display and set the method and the sequence to display windows. ,/WindowContainer/setArrangeWindows_WindowContainer/,https://inswave.com/confluence/download/attachments/17110084/setArrangeWindows_WindowContainer.zip?version=1&modificationDate=1654562420734&api=v2,WindowContainer,setArrangeWindows_WindowContainer,Sample O Dubbing X,O,,
135,"gridView.column - inputType=""custom"" & typeGetter",https://youtu.be/NZiUIy2BUEE,GridView 컬럼의 inputType을 동적으로 변경. ,Dynamically change  inputType of a GridView column.,/GridView/inputType/inputType_custom_typeGetter_gridView_column.xml,https://inswave.com/confluence/download/attachments/20121068/inputType_custom_typeGetter_gridView_column.xml?version=1&modificationDate=1654564335065&api=v2,GridView,inputType_custom_typeGetter_gridView_column,Sample O Dubbing X,O,,
136,GridView - oncellclick,https://youtu.be/s5C2af3_DpU,사용자가 GridView의 셀을 클릭할 때 발생. ,Triggered upon user’s cell clicking on the GridView.,/GridView/Events/oncellclick_GridView.xml,https://inswave.com/confluence/download/attachments/20712738/oncellclick_GridView.xml?version=1&modificationDate=1654566935595&api=v2,GridView,oncellclick_GridView,Sample O Dubbing X,O,,
137,DataList - getAllJSON(),https://youtu.be/112opc0Mxow,DataList의 전체 데이터를 rowStatus를 제외하고 JSON으로 반환. ,Return all DataList data in JSON format not including rowStatus data. ,/_DataCollection/getAllJSON_DataList/,https://inswave.com/confluence/download/attachments/17110086/getAllJSON_DataList.zip?version=1&modificationDate=1652835953722&api=v2,DataCollection,getAllJSON_DataList,Sample O Dubbing X,O,,
138,Studio SP4 - Palette View Upgrade,https://youtu.be/HJ1gg_ma1Z8,업데이트된 SP4 스튜디오의 Palette 뷰 설명. ,Palette view of Studio.,/_Studio/SP4/Palette_Upgrade_SP4_Studio.pdf,,Studio,Palette_Upgrade_SP4_Studio,Sample X Dubbing X,,,
139,Studio SP4 - Property View Upgrade,https://youtu.be/UnsSO3FE5Fo,업데이트된 SP4 스튜디오의 Property 뷰 설명.,Check out the Property view of the updated SP4 Studio. ,/_Studio/SP4/Property_Upgrade_SP4_Studio.pdf,해당 없음.,Studio,Property_Upgrade_SP4_Studio,Sample X Dubbing X,,,
140,Studio - Outline View,https://youtu.be/b_qyyETtasI,스튜디오의 Outline 뷰 설명. ,Check out the Outline view of the Studio. ,/_Studio/Common/Outline_Studio.pdf,해당 없음.,Studio,Outline_Studio,Sample X Dubbing X,,,
141,Studio SP4 - Perspective View Upgrade,https://youtu.be/klb9sG73vaU,업데이트된 SP4 스튜디오의 Perspective 설명.,Check out the perspectives in the updated SP4 Studio. ,/_Studio/SP4/Perspective_Upgrade_SP4_Studio.pdf,해당 없음.,Studio,Perspective_Upgrade_SP4_Studio,Sample X Dubbing X,,,
142,InputCalendar - disableBeforeDate & disableAfterDate,https://youtu.be/dPBccNsVIGg,특정 날짜 이전/이후의 날짜들을 비활성화,Disable dates before/after the specified date. ,/InputCalendar/disableBeforeDate_disableAfterDate_InputCalendar.xml,https://inswave.com/confluence/download/attachments/17110100/2021%20-%2006%20InputCalendar%20%28disableBeforeDate%20%26%20disableAfterDate%29.xml?version=1&modificationDate=1623221888634&api=v2,InputCalendar,disableBeforeDate_disableAfterDate_InputCalendar,Sample O Dubbing O,O,O,
143,Pivot - pivotExcelDownload & options.autoSizeColumn,https://youtu.be/oQNBP6TfFAU,헤더 혹은 바디의 텍스트 길이에 따라 해당 컬럼의 너비를 조절,Adjust the width of the column according to the text width in the header or body. ,/Pivot/pivotExcelDownload_options_autoSizeColumn_Pivot.xml,https://inswave.com/confluence/download/attachments/17110088/2021%20-%2006%20Pivot%20%28pivotExcelDownload%20%26%20options.autoSizeColumn%29.xml?version=1&modificationDate=1623227990665&api=v2,Pivot,pivotExcelDownload_options_autoSizeColumn_Pivot,Sample O Dubbing O,O,O,
144,$p - executeSubmission() & events,https://youtu.be/CcCOLLL5yMw,Submission 생성/실행 및 관련 이벤트 정의.,"Create and execute a submission, and define related events. ",/$p/Submission/executeSubmission_$p/,https://inswave.com/confluence/download/attachments/19076689/executeSubmission_%24p.zip?version=1&modificationDate=1652163991363&api=v2,$p,executeSubmission_$p,Sample O Dubbing O,O,O,
145,TabControl - tabScroll & changeActiveTab,https://youtu.be/srqwDbr70FM,"탭 스크롤 버튼을 표시하고, 버튼을 클릭하면  해당 탭을 활성화","Show tab scroll buttons, and open the tab selected by the tab scroll button.",/TabControl/tabScroll_changeActiveTab_TabControl/,https://inswave.com/confluence/download/attachments/17110132/2021%20-%2006%20TabControl%20%28tabScroll%20%26%20changeActiveTab%29.zip?version=1&modificationDate=1624511432610&api=v2,TabControl,tabScroll_changeActiveTab_TabControl,Sample O Dubbing O,O,O,
146,GridView - dataDragSelect & useShiftKey,https://youtu.be/qLlMWSH_WwE,드래깅 혹은 Shift 키를 사용하여 여러 개의 셀을 선택하고 삭제,Select multiple cells by dragging or using Shift key (and deleting them). ,/GridView/Dragging/dataDragSelect_useShiftKey_GridView.xml,https://inswave.com/confluence/download/attachments/17110082/2021%20-%2006%20GridView%20%28dataDragSelect%20%26%20useShiftKey%29.xml?version=1&modificationDate=1624518140749&api=v2,GridView,dataDragSelect_useShiftKey_GridView,Sample O Dubbing O,O,O,
147,InputBox - maxLength,https://youtu.be/Jcjnt96eANc,"입력 가능한 텍스트 길이를 제한 (dataType=""euro"", ""rupee"" 혹은 ""tenge""인 경우에도 지원)",Limit the length of the inputted text. ,/InputBox/maxLength_InputBox.xml,https://inswave.com/confluence/download/attachments/17110098/2021%20-%2006%20InputBox%20%28maxLength%29.xml?version=1&modificationDate=1624524448302&api=v2,InputBox,maxLength_InputBox,Sample O Dubbing O,O,O,
148,AutoComplete - onselected,https://youtu.be/VHDKqxpuCzk,항목 선택 후 발생. onitemclick 이후 발생. ,onselected event is fired upon the user’s selecting an item. fired after onitemclick.  ,/AutoComplete/onselected_AutoComplete.xml,https://inswave.com/confluence/download/attachments/17110094/2021%20-%2006%20AutoComplete%20%28onselected%29.xml?version=1&modificationDate=1624842312751&api=v2,AutoComplete,onselected_AutoComplete,Sample O Dubbing O,O,O,
149,SelectBox - onselected,https://youtu.be/BA_jfVX_whE,마우스 클릭 혹은 Enter 키를 통해 항목을 선택할 경우 발생,onselected event is fired upon the user’s selecting an item by clicking or pressing Enter.  ,/SelectBox/onselected_SelectBox.xml,https://inswave.com/confluence/download/attachments/17110092/2021%20-%2006%20SelectedBox%20%28onselected%29.xml?version=1&modificationDate=1624845652523&api=v2,SelectBox,onselected_SelectBox,Sample O Dubbing O,O,O,
150,InputCalendar - dateValidSetCustom & setValueCancel(),https://youtu.be/SeI-m3AHLpM,유효하지 않은 값을 입력할 경우 invalidMessageFunc 함수를 실행하여 오류 메시지를 표시하고 setValueCancel() 함수를 실행하여 이전 유효한 값을 유지. ,"Upon an invalid date input, executes invalidMessageFunc to display message and  setValueCancel() to keep the previous value. ",/InputCalendar/dateValidSetCustom_setValueCancel_InputCalendar/,https://inswave.com/confluence/download/attachments/17110100/2021%20-%2006%20InputCalendar%20%28dateValidSetCustom%20%26%20setValueCancel%29.zip?version=1&modificationDate=1624856756941&api=v2,InputCalendar,dateValidSetCustom_setValueCancel_InputCalendar,Sample O Dubbing O,O,O,
151,Pivot - headerYMerge,https://youtu.be/z8XAjzKVfDw,헤더 컬럼 병합,Merge columns in the header. ,/Pivot/headerYMerge_Pivot.xml,https://inswave.com/confluence/download/attachments/17110088/2021%20-%2006%20Pivot%20%28headerYMerge%29.xml?version=1&modificationDate=1624857762856&api=v2,Pivot,headerYMerge_Pivot,Sample O Dubbing O,O,O,
152,config xml - exceptEmptyValue,https://youtu.be/d5tq5y7e9j8,dataType=“bigDecimal” 혹은 “number” 컬럼의 데이터가 없는 경우 전송 데이터에서 제외,Do not send empty data in case dataType=“bigDecimal” or “number” column do not have data. ,/_config_xml/exceptEmptyValue_config_xml/,https://inswave.com/confluence/download/attachments/17727716/2021%20-%2007%20config.xml%20%28exceptEmptyValue%29.zip?version=1&modificationDate=1625126735831&api=v2,_config_xml,exceptEmptyValue_config_xml,Sample O Dubbing O,O,O,
153,AutoComplete - caseSensitive & search &useKeywordHighlight,https://youtu.be/C1t_972BIrU,대소문자 구분 검색,Search items based on the user’s input.,/AutoComplete/caseSensitive_search_useKeywordHighlight_AutoComplete.xml,https://inswave.com/confluence/download/attachments/17110094/2021%20-%2007%20AutoComplete%20%28caseSensitive%20search%20useKeywordHighlight%29.xml?version=1&modificationDate=1625117974000&api=v2,AutoComplete,caseSensitive_search_useKeywordHighlight_AutoComplete,Sample O Dubbing O,O,O,
154,gridView column - excelFormat,https://youtu.be/vFo-uXLpHbs,다운로드한 Excel 파일에 적용할 표시 형식을 설정,Sets the format to be applied to the downloaded Excel file. ,/GridView/Excel/excelFormat_gridView_column.xml,https://inswave.com/confluence/download/attachments/17110082/2021%20-%2007%20gridView.column%20%28excelFormat%29.xml?version=1&modificationDate=1625128617963&api=v2,GridView,excelFormat_gridView_column,Sample O Dubbing O,O,O,
155,Pivot - noColumnMove,https://youtu.be/jOGforAhQk4,헤더 컬럼 이동,Prevents header columns from being moved by mouse dragging. ,/Pivot/noColumnMove_Pivot.xml,https://inswave.com/confluence/download/attachments/17110088/2021%20-%2007%20Pivot%20%28noColumnMove%29.xml?version=1&modificationDate=1625119532000&api=v2,Pivot,noColumnMove_Pivot,Sample O Dubbing O,O,O,
156,$p - isPopup(),https://youtu.be/MbaDvgdtVIQ,현재 화면 혹은 부모 화면의 팝업 여부 확인. (팝업이 wframePopup 혹은 browserPopup인 경우에 한함.),"Checks whether the current page or the parent of the current page is a popup. Valid when the popup type is ""wframePopup"" or ""browserPopup"".",/$p/PopUp/isPopUp_$p/,https://inswave.com/confluence/download/attachments/17110122/2021%20-%2007%20%24p%20%28isPopUp%29.zip?version=1&modificationDate=1625539263000&api=v2,$p,isPopUp_$p,Sample O Dubbing O,O,O,
157,$p - isWFramePopup(),https://youtu.be/8_M6tXdgwgM,현재 화면 혹은 부모 화면이 WFrame 팝업인지 확인. ,Checks whether the current page or the parent of the current page is a WFrame popup. ,/$p/PopUp/isWFramePopUp_$p/,https://inswave.com/confluence/download/attachments/17110122/2021%20-%2007%20%24p%20%28isWFramePopUp%29.zip?version=1&modificationDate=1625554467921&api=v2,$p,isWFramePopUp_$p,Sample O Dubbing O,O,O,
158,gridView.column - orderByColumn,https://youtu.be/PlMxvfTZ55o,"헤더 컬럼이 병합된 경우, 정렬 기준으로 삼을 컬럼을 지정. ","In case header columns are merged, specify the column based on which the GridView data will be sorted. ",/GridView/Sorting/orderByColumn_gridView_column/,https://inswave.com/confluence/download/attachments/17110082/orderByColumn_gridView_column.zip?version=1&modificationDate=1636519787284&api=v2,GridView,orderByColumn_gridView_column,Sample O Dubbing O,O,O,
159,gridView.column - checkboxLabelColumn radioLabelColumn,https://youtu.be/3AzVyG6XZ6k,"inputType=""checkbox"" 혹은 inputType=""radio"" 컬럼의 경우, 다른 칼럼의 값을 조합하여 CheckBox 혹은 Radio 라벨 값으로 사용","In case of inputType=""checkbox"" or inputType=""radio"" column, generate CheckBox or Radio labels from the data of other columns. ",/GridView/_General/checkboxLabelColumn_radioLabelColumn_gridView_column/,https://inswave.com/confluence/download/attachments/17110082/checkboxLabelColumn_radioLabelColumn_gridView_column.zip?version=1&modificationDate=1636510947408&api=v2,GridView,checkboxLabelColumn_radioLabelColumn_gridView_column,Sample O Dubbing O,O,O,
160,WindowContainer - useWindowScrollButton,https://youtu.be/QyALhNlbbWk,현재 열려 있는 윈도우의 목록을 보여주는 버튼을 툴바에 표시. 목록에는 윈도우 닫기 버튼도 함께 표시됩. (2021년 8월 이후 엔진),Display a button to show the list of the currently open windows. (X mark to close each window is supported from the engines released since August 2021.),/WindowContainer/useWindowScrollButton_WindowContainer.xml,https://inswave.com/confluence/download/attachments/17110084/2021%20-%2008%20WindowContainer%20%28useWindowScrollButton%29.xml?version=1&modificationDate=1628060586057&api=v2,WindowContainer,useWindowScrollButton_WindowContainer,Sample O Dubbing O,O,O,
161,Multi-language - useLocale & localeRef,https://youtu.be/ekYGymLlQCM,텍스트를 브라우저가 사용하는 언어로 표시,"Use different languages for the following components depending on the browser language.
   (1) Anchor
   (2) Output
   (3) Span
   (4) TextBox
   (5) Trigger

Config.xml
   useLanguagePack=""true""

Language Files : kr.js / en.js / ch.js / …",/_Multi-Language/useLocale_localeRef_Multi_language/,https://inswave.com/confluence/download/attachments/19079553/2021%20-%2008%20Multi-language%20%28useLocale%20%26%20localeRef%29.zip?version=1&modificationDate=1628233924014&api=v2,_Multi-language,useLocale_localeRef_Multi_language,Sample O Dubbing O,O,O,
162,Multi-language - useLocale & useItemLocale,https://youtu.be/CH5iy7atQh0,선택 항목을 브라우저가 사용하는 언어로 표시,"Display selection items of the following components in the browser language. 
   (1) AutoComplete
   (2) CheckBox
   (3) CheckComboBox
   (4) MultiSelect
   (5) Radio
   (6) SelectBox

Config.xml
   useLanguagePack=""true""

Language Files : kr.js / en.js / ch.js / ...",/_Multi-Language/useLocale_useItemLocale_Multi_language/,https://inswave.com/confluence/download/attachments/19079553/2021%20-%2008%20Multi-language%20%28useLocale%20%26%20useItemLocale%29.zip?version=1&modificationDate=1628668933511&api=v2,_Multi-language,useLocale_useItemLocale_Multi_language,Sample O Dubbing O,O,O,
163,Multi-language - chooseOptionLabelLocaleRef,https://youtu.be/9jZhEDnSmlw,컴포넌트의 선택 항목 및 chooseOption 텍스트를 브라우저 언어로 표시. ,"Display selection items and chooseOption text of the following components in multiple languages according to the browser setting. 
    (1) AutoComplete
    (2) CheckComboBox
    (3) SelectBox

Config.xml
   useLanguagePack=""true""

Language Files : kr.js / en.js / ch.js / ...",/_Multi-Language/useLocale_useItemLocale_chooseOption_chooseOptionLabelLocaleRef_Multi_language/,https://inswave.com/confluence/download/attachments/19079553/2021%20-%2008%20Multi-language%20%28useLocale%20%26%20useItemLocale%20%26%20chooseOption%20%26%20chooseOptionLabelLocaleRef%29.zip?version=1&modificationDate=1628829024096&api=v2,_Multi-language,useLocale_useItemLocale_chooseOption_chooseOptionLabelLocaleRef_Multi_language,Sample O Dubbing O,O,O,
164,Multi-language - useLocale & tooltipLocaleRef,https://youtu.be/mV2H51EV_iw,툴팁 텍스트를 브라우저 언어로 표시. ,Display tooltip text in multiple languages according to the browser setting. Available for all components with the tooltip feature. ,/_Multi-Language/useLocale_tooltipLocaleRef_Multi_language/,https://inswave.com/confluence/download/attachments/19079553/2021%20-%2008%20Multi-language%20%28useLocale%20%26%20tooltipLocaleRef%29.zip?version=1&modificationDate=1629185654415&api=v2,_Multi-language,useLocale_tooltipLocaleRef_Multi_language,Sample O Dubbing O,O,O,
165,Accordion - unCollapseAll,https://youtu.be/FObIC3iWy_4,모든 패널을 연 상태에서 Accordion 컴포넌트를 로딩,Load the Accordion component with all panels being open. ,/Accordion/unCollapseAll_Accordion.xml,https://inswave.com/confluence/download/attachments/19080644/2021%20-%2008%20Accordion%20%28unCollapseAll%29.xml?version=1&modificationDate=1629703193795&api=v2,Accordion,unCollapseAll_Accordion,Sample O Dubbing O,O,O,
166,Pivot - headerYMerge & pivotExcelDownload(),https://youtu.be/cyOfyb2seAE,Excel 다운로드 시 세로축 헤더 병합 상태를 유지,Merge columns in the header and keep the merge status when downloaded as an Excel.,/Pivot/headerYMerge_pivotExcelDownload_Pivot.xml,https://inswave.com/confluence/download/attachments/17110088/2021%20-%2008%20Pivot%20%28headerYMerge%20%26%20pivotExcelDownload%29.xml?version=1&modificationDate=1629787753794&api=v2,Pivot,headerYMerge_pivotExcelDownload_Pivot,Sample O Dubbing O,O,O,
167,WindowContainer - useFixButton & nameLayerRearrange,https://youtu.be/BX23wkAgGtQ,핀으로 고정한 윈도우를 네임레이어의 제일 앞으로 이동,Move the pinned window to the first position on the name layer.,/WindowContainer/useFixButton_nameLayerRearrange_WindowContainer.xml,https://inswave.com/confluence/download/attachments/17110084/2021%20-%2008%20WindowContainer%20%28useFixButton%20%26%20nameLayerRearrange%29.xml?version=1&modificationDate=1630051568010&api=v2,WindowContainer,useFixButton_nameLayerRearrange_WindowContainer,Sample O Dubbing O,O,O,
168,WindowContainer - createWindow() defaultWidth/Height,https://youtu.be/gx3a9cI8WRg,초기에는 최대 크기로 생성되나 창 크기 복원 아이콘을 클릭하면 지정한 크기로 축소됨,Define window width and height upon window creation.,/WindowContainer/createWindow_defaultWidth_defaultHeight_WindowContainer/,https://inswave.com/confluence/download/attachments/17110084/2021%20-%2009%20WindowContainer%20%28createWindow%20-%20defaultWidth%20%26%20defaultHeight%29.zip?version=1&modificationDate=1630480611191&api=v2,WindowContainer,createWindow_defaultWidth_defaultHeight_WindowContainer,Sample O Dubbing O,O,O,
169,CheckComboBox - visibleColMax,https://youtu.be/xcc67MTK3qE,선택 목록을 펼쳤을 때 보여줄 열의 최대 개수를 지정,Set the maximum number of columns to display selection items. ,/CheckComboBox/visibleColMax_CheckComboBox.xml,https://inswave.com/confluence/download/attachments/17110112/2021%20-%2009%20CheckComboBox%20%28visibleColMax%29.xml?version=1&modificationDate=1630975579841&api=v2,CheckComboBox,visibleColMax_CheckComboBox,Sample O Dubbing O,O,O,
170,CheckComboBox - visibleColNum,https://youtu.be/QguEZwvqZRI,선택 항목을 표시할 열의 개수를 지정,Set the number of columns to display selection items.,/CheckComboBox/visibleColNum_CheckComboBox.xml,https://inswave.com/confluence/download/attachments/17110112/2021%20-%2009%20CheckComboBox%20%28visibleColNum%29.xml?version=1&modificationDate=1631066197438&api=v2,CheckComboBox,visibleColNum_CheckComboBox,Sample O Dubbing O,O,O,
171,CheckComboBox - useDrag rangeSeparator separator,https://youtu.be/rvPiBK7qh2o,"마우스 드래깅을 통해 항목들을 선택하고, 연속적으로 선택된 값을 기호를 통해 표시",Select items through mouse dragging and define a symbol to specify ranges. ,/CheckComboBox/useDrag_rangeSeparator_CheckComboBox.xml,https://inswave.com/confluence/download/attachments/17110112/2021%20-%2009%20CheckComboBox%20%28useDrag_rangeSeparator%29.xml?version=1&modificationDate=1631233741974&api=v2,CheckComboBox,useDrag_rangeSeparator_CheckComboBox,Sample O Dubbing O,O,O,
172,CheckComboBox - useEdit,https://youtu.be/IOQuojUp1IU,키보드 입력을 통한 항목 선택,Allow users to directly enter the selection items. ,/CheckComboBox/useEdit_CheckComboBox.xml,https://inswave.com/confluence/download/attachments/17110112/2021%20-%2009%20CheckComboBox%20%28useEdit%29.xml?version=1&modificationDate=1631496923184&api=v2,CheckComboBox,useEdit_CheckComboBox,Sample O Dubbing O,O,O,
173,CheckComboBox - validateOnInput,https://youtu.be/wXujNpIOb7Q,"사용자가 값을 입력할 때마다 (useEdit=""true"") 해당 값의 유효성을 검증",Validate user’s input.,/CheckComboBox/validateOnInput_CheckComboBox.xml,https://inswave.com/confluence/download/attachments/17110112/2021%20-%2009%20CheckComboBox%20%28validateOnInput%29.xml?version=1&modificationDate=1631496975818&api=v2,CheckComboBox,validateOnInput_CheckComboBox,Sample O Dubbing O,O,O,
174,WindowContainer - windowMoveType,https://youtu.be/bRaPG5A6s9U,WindowContainer 밖으로 드래깅된 윈도우의 위치를 결정,Decide how to show the window dragged out of the WindowContainer. ,/WindowContainer/windowMoveType_WindowContainer/,https://inswave.com/confluence/download/attachments/17110084/2021%20-%2009%20WindowContainer%20%28windowMoveType%29.zip?version=1&modificationDate=1632373664457&api=v2,WindowContainer,windowMoveType_WindowContainer,Sample O Dubbing O,O,O,
175,GridView - useFilterSearch,https://youtu.be/VPx1BHrDEjc,"필터링 조건 입력 상자(useFilterList=""true"")에 검색 기능 제공.","Provides a search feature for the filter selection box (useFilterList=""true""). ",/GridView/Filtering/useFilterSearch_GridView/,https://inswave.com/confluence/download/attachments/20125188/useFilterSearch_GridView.zip?version=1&modificationDate=1665711043388&api=v2,GridView,useFilterSearch_GridView,Sample O Dubbing O,O,O,
176,GridView - checkAllType,https://youtu.be/LzioAerK1g0,"헤더(inputType=""checkbox"")의 체크박스를 통한 전체 셀 선택 시 disabled 및 readOnly 셀 선택 상태 포함 여부. ","""include"" or ""exclude"" disabled or readOnly cells when selecting all cells
through a checkbox header.",/GridView/_General/checkAllType_GridView.xml,https://inswave.com/confluence/download/attachments/17110082/2021%20-%2009%20GridView%20%28checkAllType%29.xml?version=1&modificationDate=1632717024000&api=v2,GridView,checkAllType_GridView,Sample O Dubbing O,O,O,
177,GridView - advancedExcelDownload options customToDataType,https://youtu.be/5S247ShXA9g,"inputType=“custom” dataType=“number” (혹은 ""bigDecimal"") 셀의 데이터를 다운로드한 Excel 파일에서 숫자로 인식하여 숫자 계산을 지원.","Support numeric operations for the inputType=""custom"" dataType=""number"" (or ""bigDecimal"") cells in the downloaded Excel file. ",/GridView/Excel/advancedExcelDownload_customToDataType_GridView/,https://inswave.com/confluence/download/attachments/17110082/2021%20-%2009%20GridView%20%28advancedExcelDownload%20-%20options.customToDataType%29.zip?version=1&modificationDate=1632812517656&api=v2,GridView,advancedExcelDownload_customToDataType_GridView,Sample O Dubbing O,O,O,
178,gridView.column - excelFormatter,https://youtu.be/4SEWyOMmfvY,다운로드한 Excel 파일에 적용할 포맷팅 함수를 지정,Define the function to format the data in the downloaded Excel file. ,/GridView/Excel/excelFormatter_gridView_column/,https://inswave.com/confluence/download/attachments/17110082/2021%20-%2009%20gridView.column%20%28excelFormatter%29.xml?version=1&modificationDate=1632812591977&api=v2,GridView,excelFormatter_gridView_column,Sample O Dubbing O,O,O,
179,GridView - setFocusedMultiCell(),https://youtu.be/erKy4irXoBY,"특정 영역을 지정하여, 해당 영역에 속하는 셀만 선택. ",Select multiple cells in the specified zone. ,/GridView/_General/setFocusedMultiCell_GridView/,https://inswave.com/confluence/download/attachments/17110082/2021%20-%2010%20GridView%20%28setFocusedMultiCell%29.zip?version=1&modificationDate=1634086097423&api=v2,GridView,setFocusedMultiCell_GridView,Sample O Dubbing O,O,O,
180,GridView - dataDragDrop,https://youtu.be/Mycybcw6kZ4,"GridView 내에서, 혹은 서로 다른 GridView 사이에 GridView 행 전체를 드래그-앤-드롭.",Allow dragging-and-dropping of the GridView rows within a GridView or between different GridViews. ,/GridView/Dragging/dataDragDrop_GridView.xml,https://inswave.com/confluence/download/attachments/17110082/2021%20-%2010%20GridView%20%28dataDragDrop%29.zip?version=1&modificationDate=1634107121284&api=v2,GridView,dataDragDrop_GridView,Sample O Dubbing O,O,O,
181,GridView - setDrillDownDragDrop(),https://youtu.be/CAh0xUkNLts,"inputType=""drilldown"" 컬럼을 포함한 행들을 GridView 내에서, 혹은 서로 다른 GridView 사이에서 드래깅하여 이동. ",Drag-and-drop GridView rows with inputType=“drilldown” column within a GridView or between different GridViews. ,/GridView/Dragging/setDrillDownDragDrop_GridView/,https://inswave.com/confluence/download/attachments/17110082/2021%20-%2010%20GridView%20%28setDrillDownDragDrop%29.zip?version=1&modificationDate=1634176019376&api=v2,GridView,setDrillDownDragDrop_GridView,Sample O Dubbing O,O,O,
