"idx","topic_title","topic_content","topic_reply_main","topic_reply_re"
33,datalist 문의3,"<< 개요 >>
로컬 서버에서 개발db 연동시 dsCovList라는 dataList에 값이 들어갑니다.
하지만 운영 db로 연동할 경우 dsCovList라는 dataList에 값이 안들어갑니다.
코드와 db 모두 동일합니다. 개발db에서 운영db로만 연동하면 값이 안들어갑니다.
콜백함수에서 alert로 값을 확인하면 뜨는데 dataCollection에는 뜨지 않아 어떤 문제인지 모르겠습니다.
임시로 해결하긴 했는데 근본적인 원인을 찾고 싶습니다.

<< 재현 방법 >>
( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하세요.

로컬 서버와 운영 서버의 websquare.xml 파일의 설정이 동일하게 되어있는지 확인 부탁드립니다.
해당 파일 위치는  \websquare_home\config 에 있으며, websquare.xml 파일 내에 

<adapter>
       <request>
                  <convertType server="""" client="""" />
       </request>
       <response>
                  <convertType server="""" client="""" />
       </response>
</adapter>

위의 부분이 동일하게 설정되어 있는지 확인해보시기 바랍니다.  

","확인결과 동일하게 설정되어있습니다.

첨부하신 파일을 보니 콜백함수를 호출하는 부분을 submit-done 안에 처리하셨는지 확인 부탁드립니다.
submission 실행이 끝나지않았을 시점에 콜백함수를 호출하게되면 개발, 운영 DB 통신에서 시점차이가 발생할수 있을것으로 예상됩니다.
혹시 원격이 필요하시다면 댓글 남겨주시면 연락드리겠습니다. 
 

"
34,submission target datalist 문의1,"<< 개요 >>
submission 상에서 target=""data:json,test1"" 로 세팅이 되어 있지만다른 dataList 와 바인딩 하고 싶을때
( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )



<< 재현 방법 >>
같은 데이터의 datalist 를 각각 2 개 만들고 이름만 다르게 test1 , test2 로 한다
서브미션상에서 target 을 target=""data:json,test1"" 로 설정 한다.
submitdone 이벤트를 통해 json 데이터를 다른 datalist 로 넣어 주는 방법이 아니라 
target = ""data:json,test2=test1"" 와 같은 방식의 방법으로 해당 dataList 를 바꿔 주는 방법 이 있는지 알고 싶습니다.
ps.  서버 상에서  response 에 list 이름을 바꾸는 건 불가능 합니다.



( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하십니까!

해당 기능은 지원을 안하고 있습니다.

감사합니다.

",""
35,linkedDataList 동적생성문의2,"<< 개요 >>
$p.data.create() 와 같은 api 로 LinkedDataList 를 동적으로 생성 하는 방법 문의 드립니다.

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )



<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하십니까!

동적 linkedDataList 생성 예제 입니다.
-----------------------------------------------------
$p.data.create( { 
                    ""id"" :""linkedDataList1"" , 
                    ""type"" : ""linkedDataList"" , 
                    ""option"" : { 
                        ""baseNode"" : ""vactor"", 
                        ""repeatNode"" : ""list"", 
                        ""valueAttribute"" : """", 
                        ""bind"" : ""subCategoryData"" }
                });
                linkedDataList1.setCondition(""filter"", ""subCategoryGubun ==  ref('data:gridViewData.col1')"");
-----------------------------------------------------
감사합니다.

","cntl+마우스 오른쪽 눌러도 계속  안나타서 문의 드렸는데 생성은 되는거였군요 감사합니다.

"
36,datalist에서 다수의 column 값을 합치고 싶습니다. 3,"<< 개요 >>
개발에 필요한 부분은 절차적으로 1,2번입니다. 
어떻게 하면 될지요?

1. datalist을 이용하여 DB 데이터를 가지고 옴

2. select박스에 두개의 특정 컬럼 값을 label에  삽입해야 함
    예)  a 컬럼값 '정의' b 컬럼값 'just' ----> label 에 '정의 [just]'로 넣어야 함. 

3. 현재의 제약사항 
     . 마이빌더를 전환하는 웹스퀘어로 전환하는 사업으로 가급적 Backend는 수정하지 않음.   
     . Data를 가져온 상태에서 해결 방법을 찾아야 함 




","안녕하십니까!

문의하신 selectBox 라벨명 변경과 관련 customFormatter 속성을 이용한 샘플을 첨부 합니다.

감사합니다.

","customFormatter 를 사용할 경우에는 lable값과 value 값만 가지고 컨트롤을 할 수 있습니다. 
요청드린 내용은  value 값은 datalist에서 한개의 column을 사용하고, lable의 경우 두개의 column 값을 이용하고 싶은것 입니다. 
이 두개의 column은 value로 사용한 것을 이용하지 않습니다. 

[참고]
customFormatter에서 value값을 통해 datalist를 for문을 이용하여 필요한 값을 넣는 것으로 구현은 하였으나, 
웹스퀘어에서 조금 더 편리한 방법(제공되는 기본 기능)이 있는지 문의 드린 것입니다.  

보통 쓰는 기본적인 기능이 아니라 직접 구현하신게 맞는거 같습니다.
기본 기능으로 제공하는것은 없습니다.
감사합니다.

"
37,DataList Filter 전체선택 event2,"<< 개요 >>
문의
DataList의 onaftercolumnfilterchange, onbeforecolumnfilterchange 이벤트 문의

원인
첨부파일과 같이 전체선택을 눌렸을시 위에 두 이벤트가 실행되지 않는 현상이 발생합니다.
나머지 값 선택, 해제 또는 전체선택 해제시에는 두 이벤트가 실행됩니다.
전체 선택을 누를때만 이벤트가 발생하지 않습니다.

결론
전체선택을 누를시 이벤트를 발생시키고 싶습니다.

<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)


","안녕하세요.

해당내용 관련하여 엔진 버그를 확인하였습니다.
2021년 5월 28일 이후 엔진에서 수정사항 반영되었으며 메일로 최신엔진 전달드리겠습니다. 

감사합니다.

","해결했습니다. 감사합니다.

"
38,스케줄캘린더에 contextmenu 구성 여부 및 dataList 이벤트와 관련하여 문의드립니다.,"<< 개요 >>

1. 대법원 전자소송 대시보드 좌측에 스케쥴 캘린더를 구성하는데 스케쥴 켈린더에 마우스 우클릭시 컨텍스트 메뉴가 붙을 수 있나요?
현재  gridview의 contextmenu속성을  true로 하면  contextmenu를 구성할 수 있다고 알고 있습니다.  대법원 전자소송 실무 담당자가 스케쥴 켈린더에도  contextmenu를 구성할 수 있는지 문의를 하였습니다.

2-1) datacolledtion 중 dataList에서 원본데이터가 변경되면, 변경된 데이터를 캐치하는 이벤트가 무엇인지 문의하였습니다.
2-2) datacolledtion 중 dataList에서 한 row가 변경되면,  변경된  row의 정보를 넘겨주는 api가 존재하는지 문의하였습니다. 


감사합니다.





<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","",""
39,두 개의 datalist 값 비교1,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )

datalist를 두개를 이용하여 각 datalist의 column 값을 비교하여 버튼이벤트에 따라 행삭제 , 행추가 기능을 구현하고 있습니다. 
예를들면 A라는 DATALIST의 BGIN_DATE 컬럼과 B라는 DATALIST의 BGIN_DATE를 비교하여, 
A의 DATALIST에 20211001 , 20211102 값의 데이터가 있고 B의 DATALIST에는 20211101 값의 데이터가 있을경우 
B의 DATALIST에 행추가 기능을 구현까지는 실행하였습니다. 

하지만 행삭제에서는 어려움이 있어 문의 드립니다. 

구체적으로, 
A의 DATALIST에 20211001 값의 데이터가 있고 B의 DATALIST에는 20211101, 20211102 값의 데이터가 있을경우  
B의 DATALIST에서 20211102 값을 가져와서 따로 이벤트를 걸어줄수 있는 구현 방법이 있을까요? 

결론은 
두개의 DATALIST 를 비교해서 서로 다른값만 가져오고싶습니다. 

<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하십니까!

dataList 객체를 사용하여 비교하는 API는 현재 구현되어 있지 않습니다만

dataList 을 비교하시는 방법은

dataList을 json 으로 만드신후 json 비교 함수를 만들어 사용하시면 될거 같습니다.

테스트한 샘플 첨부합니다.

감사합니다.

 

",""
40,DataList option saveRemovedData 디폴트 값에 대해서1,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )

DataList 에서 saveRemovedData 라는 옵션의 디폴트 값이 true 로 되어 있는데, 디폴트 값을 false 로 바꿀 수 있는 방법이 있을까요?

이전에 프로젝트에서는
config.xml 에 아래와 같이 설정값이 넣어져 있고 따로 설젇을 안했는데 ( <- 프로젝트 공통팀에서 처리 )
여기에서는 해보니 안되네요.
뭔가 추가로 처리해 줘야 되는 부분이 있을까요?
프로젝트 진행 중 새로 들어오시는 분들이 이 설정 때문에 고생들을 하셔서 문의 드립니다.
이 옵션이 true 로 되어 있는 경우, 그리드에서 항목 삭제 시 화면에서는 안 보이지만 서버로 request 를 날리면 삭제된 건들까지 같이 날라갑니다.

<dataList>
    <removeDummyRowStatus value=""true"" />
    <removedDataMatch value=""true"" />
    <keepDataType value=""true"" />
    <saveRemovedData value=""false"" />
</dataList>


<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하세요.

config.xml 위에 적어주신 방법으로 dataList 안에 saveRemovedData 값을 false로 설정을 해주시고,
ex) <saveRemovedData value=""false"" />

소스상에서 dataList에 있는 saveRemovedData=""true"" 속성을 지우고 테스트 부탁드립니다.

변경 전 : <w2:dataList baseNode=""list"" repeatNode=""map"" id=""dataList2"" saveRemovedData=""true"">
변경 후 : <w2:dataList baseNode=""list"" repeatNode=""map"" id=""dataList2"">

감사합니다.
 

",""
41,AliasDataList 에서 부모에서 자식 데이터리스트 참조시1,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )
부모에서 자식 데이터리스트를 참조하기 위해서
?????부모창에서 aliasDataList 로 자식의 데이터리스트를 링크를 걸었습니다.
??????이경우 알리아스 데이터리스트를 확인해보면(getAllJson) 데이터가 나오지 않습니다.
?????알리아스데이터 리스트를 refresh를 해야 데이터가 보입니다.
(자식에서 알리아스데이터리스트 생성후 부모 데이터를 참조시는 정상적으로 데이터가 표시가 됩니다.)

<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)
w1.xml(부모) 파일에 w2.xml (자식)을 wframe 으로 생성.
??????w1에서 알리아스 데이터리스트 로 w2(자식)의 데이터리스트를 참조하게 생성.
자식의 빌드일자식의에 값이 생성및 변경 되었을때, 부모의 알리아스 데이터의  값이 나오는지 확인","안녕하세요
aliasDataList 는 top 또는 parent 의 dataList 만 접근 가능합니다
현재 자식 객체 참조는 지원하지 않습니다

# API
Scope 환경에서 메인(혹은 부모) 화면에 있는 DataList를 참조할 수 있는 기능을 제공.
  scope
메인(혹은 부모) 페이지에 존재하는 참조 대상 DataList의 ID. (부모만 참조 가능하며 자식, 형제(sibling) 참조는 미지원.)
참조 대상 DataList의 ID를 상대 경로 혹은 절대 경로로 지정 가능.
참조 대상 DataList를 찾을 수 없거나, 타입이 DataList가 아닌 경우 빈 데이터를 사용.
(사용 예)<br />
 (1) 최상위페이지에 있는 dataList1_main1 참조 (상대 경로) scope=&quot;../../dataList_main1&quot;<br />
 (2) 최상위페이지에 있는 dataList1_main2 참조 (절대 경로) scope=&quot;/dataList_main2&quot;/<br />
 (3) 상위 페이지에 있는 dataList1_wframe1 참조 (상대 경로) scope=&quot;../dataList_wframe1&quot;<br />
 (4) wframe1에 있는 dataList1 참조. (절대 경로) scope=&quot;/wframe1/dataList1_wframe1&quot;/

감사합니다

",""
42,dataList response data key값 변경 문제1,"<< 개요 >>

dataList 형태의 데이터, response 데이터에서 key값이 변경 되는 현상
ex)
Result result = new Result();
    result.setData(""dl_CmdtMetaSearch"", cmdtMetaSearch);

*backend 전달 데이터
dl_CmdtMetaSearch=[CmdtMetaSearch(cProdtSeq=20200606)]

*response 데이터
{""dl_CmdtMetaSearch"":[{""cprodtSeq"":""20200606""}]}

*화면
dataList - keyId : cProdtSeq

key값 변경으로 데이터 매핑이 안되는 문제 입니다.

<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하세요
서버에서 내려주는 컬럼명과 매핑하려는 dataList 의 컬럼명은 동일해야 합니다
이 내용이 아니시라면 좀더 자세한 설명 부탁드립니다
감사합니다

",""
43,"부서AutoComplete, 사원AutoComplete LinkedDataList1","<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )

ktc 차세대

부서코드를 선택했을때 (autoComplete)   사원정보는 해당 부서만 조회(autoComplete)

ldt_fctryEmpList 라는 LinkedDataList의 fileter Condition에 넣었을때 제대로 작동을 하나
deptCd ==  val( 'acb_fctryAudtDeptCd' ) 
저장후에는 해당 사원정보의 값이 autoComplete에 값이 선택이 되지 않는 현상이 발생하고 있습니다

<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)

","안녕하세요
저장후에 어떤 작업을하는지 의심되는 부분이 있는지 자세하게 알려주셔야 검토가 가능합니다 올려주신 소스만으론 파악이 어렵습니다
저장후 autocomplete itemset 의 데이터가 변경되거나 새로 설정하는지도 확인해야 합니다
혹시 저장후 재조회 또는 autocomplete 의 itemset 이 변경된다면 setNodeSet API 를 다시한번 호출해보시기 바랍니다 => acb_fctryAudtEmpNo.setNodeSet('data:ldt_fctryOneEmpList','empNm','empNo');

추가로 현재 사용중이신 자세한 웹스퀘어 엔진 정보를 알려주셔야 합니다
감사합니다

",""
44,selectbox 선택 후 nodeset dataList 값에 clearFilter 호출 시 오류 발생2,"<< 개요 >>

selectbox 선택 후 nodeset dataList 값에 clearFilter 호출 시 오류 발생



<< 재현 방법 >>

selectbox 선택 후 값조회
clearFilter 호출 후 값조회
","안녕하세요
올려주신 샘플 테스트하여 제가 확인한 내용과 동일한건인지 확인 부탁드립니다
오류라고 말씀하신 내용에 설명 부탁드립니다
감사합니다

유선으로 현상 확인하였습니다
검토후 엔지니어 통해 연락드리겠습니다

",""
45,datalist getMatchedIndex 다중 값 관련1,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )
datalist의 여러조건과 일치하는 값에 대한 index정보를 추출하기 위함


<< 재현 방법 >>
dataList1.getMatchedIndex(""dept"", ""인사"");
를   dept가 [인사]인  rowindex를 가져올수 있으나

만약
dept가 [인사] 이고 rnk가 [대리] 인  
rowindex를 추출하고자 한다면 어떤식으로 해야하는지 문의드립니다


( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)

","dataList1.getMatchedIndex API는 한 개의 column만 적용됩니다. 

문의주신 것처럼 여러 개의 column과 비교하시려면 loop문으로 돌리셔서 직접 코딩하셔야 합니다. 

예시 코드 ) 
var row1 = dataList1.getMatchedIndex(""col1"", ""인사"");
var row2 = dataList1.getMatchedIndex(""col2"", ""대리"");        
var rowIndex = same(row1,row2);

function same (a, b) {        
        var i, la = a.length, lb = b.length, res = [];
        for (i = 0; i < la; i++) {
            if (b.indexOf(a[i]) !== -1)
                res.push(a[i]);
        }

        return res;
    };

감사합니다. 

",""
46,그리드에 datalist 바인딩9,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )

<부모 그리드>
부모 row1
부모 row2
<자식 그리드>
child row1
child row2
child row3
child row4
위와 같이 부모-자식 그리드가 구현되어 있을 때,
부모 그리드에서 행(focus) 변경이 있을 때 자식 그리드 datalist를 조회하고 바인딩 하는 구조로 구현한 경우입니다.

이 경우 가끔 부모 그리드에서 행(focus) 변경을 계속 하다보면 자식 그리드에 서버에서 새로 조회되어 온
datalist가 바인딩이 안되는 경우가 종종 발생합니다.

부모 그리드에 행이 변경되었을 때 자식 datalist를 조회하는 서버통신도 전부 정상적으로 진행되었으나,
화면 자식 그리드에 불러온 datalist를 바인딩 못하는 현상이 발생하여
부모 그리드 선택 데이터와 자식 그리드 출력 데이터가 서로 상이하게 되는 현상이 발생합니다.

저희쪽에서 구현한 소스로는 원인분석이 되지 않아 혹시 웹스퀘어 자체적으로 이상이 있는지 문의합니다.


<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)

","안녕하세요.

테스트 할 수 있도록 관련소스 첨부파일 부탁드립니다.

안녕하세요
원격 또는 소스 제공 가능하시면 연락 바랍니다 1522-1421
또한 버전을 알려주셨는데 이클립스의 버전 같습니다
브라우저 화면을 띄우신후 CTRL+마우스 우클릭시 버전정보 항목의 정보를 알려주시기 바랍니다
자체적으로 최신 버전에서 테스트시 일반적인 상황에서는 문제가 보이지 않았습니다
감사합니다

안녕하세요
WqModel 클래스를 컨트롤러단에서 싱글톤으로 사용하고 있는걸로 파악되어
비슷한 사례가 있어 메일로 내용 공유드렸습니다
감사합니다

","저희쪽에서 사용하는 소스를 첨부하기에는 무리가 있어보여 간단하게 구현한 소스만 설명드리겠습니다.

예를들어

Table_01(부모테이블)
Column Name PK
col01 Y
col02 N

Table_02(자식테이블, Table_01의 col01(PK) 참조)
Column Name PK
col01 Y(FK)
col03 Y
col04 N

이런 구조로 존재한다고 가정하면

부모그리드 Select 쿼리
Select *
  From Table_01;

자식그리드 Select 쿼리
Select *
  From Table_02
 Where col01 = #{col01};

로 그리드와 데이터리스트를 각각 구현하였을 때

부모그리드에 대해서
onrowpositionchange() 함수내에 부모 데이터리스트의 row값이 변경되었을 경우 해당 row의 col01 값을 ref 하여
자식그리드를 조회하고 조회된 결과를 자식 그리드에 바인딩하는 기능입니다.

Table_01(부모테이블) 데이터
01 TEST01
02 TEST02

Table_02(자식테이블) 데이터
01 1 TEST01
01 2 TEST02
02 1 TEST03
02 2 TEST04
02 3 TEST05
02 4 TEST06

2개의 테이블에 대해 데이터가 위와 같이 존재한다고 하였을 때

부모그리드에는 2개의 row 데이터가 바인딩되어 조회될테고
부모그리드 1행에 포커스가 이동하게 되면 onrowpositionchange() 함수가 동작하여
자식그리드를 조회하는 내용입니다.

따라서 부모그리드 1행에 포커스가 주어졌으면 자식그리드는 2개의 row 데이터가,
2행에 포커스가 주어졌으면 자식그리드는 4개의 row 데이터가 바인딩되어 보이게 될겁니다.

이때, 부모그리드 1행과 2행을 반복적으로 이동하다보면
부모그리드 1행에 포커스가 가있음에도 불구하고 자식그리드에는 부모그리드 2행에 해당하는 자식이 출력되는 현상이 발생합니다.
서버에선 정상적으로 부모그리드 1행에 대한 조회를 정상적으로 진행했음에도 불구하고
그리드 내용이 잘못보이는 현상이 있어 사용자 입장에서 잘못된 데이터를 조작하는 현상이 종종 발생하여
개발자가 구현한 소스를 분석하여 원인을 찾아보았으나 큰 소득이 없어 문의남깁니다.




 

웹스퀘어 버전
4.5.2v 으로 확인되었습니다 감사합니다

WebSquare Runtime Engine Version : 5.0_2.2994B.20180319.163854_1.8

안녕하세요.
문의를 남겼던 지난주에 목요일,금요일은 제가 자리를 비웠어서 이제 답변 남기게 되었습니다.

일반적으로 저희쪽 프로젝트에서 submission을 구현하기 위한 소스를 아래에 첨부했습니다.
또한 이해를 돕기위해 오류현상 화면을 캡쳐하여 첨부하였습니다.

감사합니다.

구현소스 수정해서 새로 등록했습니다. 확인부탁드립니다.

안녕하세요

개발자도구(F12)를 통해서 요청에 대한 Response를 확인해봤는데요.

target이 지금 잘못 받아오고 있는걸로 보입니다.

현재
W_SelectTrans(""sbm_selectRdngRightTgetList"",""/su/sd/selectRdngRightTgetList.do"",""dma_RdngRight"",""dlt_RdngRightTgetList"",
                        ""scwin.sbm_selectRdngRightTgetList_submitDone"","""","""");
을 호출했을 때
target은 dlt_RdngRightTgetList 인데
제가 위에서 말한 오류현상이 발생했을 때 아래 캡처사진처럼 다른 target이 Response 되고 있습니다.



 

제가 여러방면으로 테스트하고 확인해본 결과
한 행위에 대해서 2개 이상의 조회통신을 요청하는 경우 target이 다른 조회통신의 target으로 변경됨으로써
해당 오류가 발생하는걸로 예상이 되는데 확인하시면 연락주시면 감사하겠습니다.

"
47,dataList의 dataType 동적 변경1,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )

DataCollection에 dataList의 dataType을 동적으로 변경할 수 있는 방법이 있는지 궁금합니다.

감사합니다 :)

<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하세요
동적으로 DataCollection 을 재성성하시면 가능합니다
GridView 의 경우 dataList 를 변경하시려면 GridView 컴포넌트도 재생성하셔야 합니다
버전 정보를 기재해주시지 않아 SP4 기준 샘플 첨부하니 참고바랍니다
DataCollection 재생성은 API 문서의 $p.data 항목을 참고하시기 바랍니다

# API 위치
1) https://wtech.inswave.kr/
2) Documentation - API - $p.data

감사합니다

",""
48,DataList 를 DataMap으로 바인딩 할수 있는 방법2,"<< 개요 >>

DataList 를 DataMap으로 바인딩 할수 있는 방법이있나요??

alias_dsSel : datalist
dsOutP  : datamap
dsOutP.setArray(alias_dsSel.getObj());
dsOutP.setJSON(alias_dsSel.getRangeJSON(0, 0));

이런방식으로  바인딩하고 싶습니다.
확인 부탁드립니다.


<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하세요
dataMap 은 단건 데이터만 설정 가능합니다

예시)
# dataList 의 첫번째 데이터를 설정
dataMap1.setJSON(dataList1.getAllJSON()[0]);

# JSON 단건 설정
var tmpData = { ""name"" : ""웹스퀘어"" };
dataMap1.setJSON( tmpData );

# Array 타입으로 컬럼 데이터 설정
dataMap1.setArray( [""웹스퀘어"",""서울시""] );

감사합니다

","답변감사합니다.

"
49,그리드 datalist 동적 바인딩 문의2,"<< 개요 >>
제너레이터 에 gridview 를 여러개 복사 하고 datalist 를 동적으로 바인딩 하는 방법 문의 드립니다.
( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )



<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","","첨부합니다.

"
50,"dataMap, dataList 등 DataCollection 하위 태그들을 js로 생성하는 방법2","<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )
DataCollection 하위에 사용되는 dataMap, dataList 등을 마크업 형태가 아닌 Javascript로 동적 생성이 가능한가요?


<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","$p.data.create API 로 생성 가능합니다.

자세한 내용은 https://wtech.inswave.kr/ 에서 $p.data.create 로 검색 하시면 동영상 가이드 및 API 가이드 에서 확인 하실 수 있습니다.

","답변 감사합니다. 진행해보고 문의사항 있으면 다시 문의드리겠습니다.

"
51,dataList컴포넌트 getRowPosition 버그 수정 요청3,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )
gridview에서 검색을 통해 데이터가 나온 상태에서 특정 Row(행)를 클릭한 뒤 재검색 후 동일한 Gridview컴포넌트의 동일한 Row(행)을 선택할 경우 dataList.getRowPosition(); 을 수행하면 null이 반환되는 버그가 있습니다.

즉, 최초 조회 시 나온 데이터 기준으로 5번째 행을 선택했다가 재조회 후 나온 데이터 기준으로 동일한 5번째 행을 선택하면 getRowPosition함수 수행 시 null값이 회신됩니다.

만약 특정 Row(행) 선택 후 재검색하여 나온 데이터 기준으로 이전에 선택했던 행과 다른 행을 선택하면 getRowPosition()함수가 정상적으로 동작합니다.

<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하세요. 이수경 연구원입니다. 
재현결과 dataList 컴포넌트의 getRowPosition api는 버그로 보여집니다. 연구소에 검토 후 회신드리도록 하겠습니다. 

gridView에 포커스 된 rowIndex를 사용하신다면 gridView.getFocusedRowIndex API를 사용하여 주시길 바랍니다. 

getFocusedRowIndex( )
:포커스가 위치한 셀의 rowIndex를 반환.
Return
type         description
Number    포커스가 위치한 셀의 rowIndex

","dataList 객체의 getRowPosition이 맞습니다.

"
52,linkedDataList의 설정 문의2,"<< 개요 >>

linkedDataList의 속성중에 Filter Condition과 Sort Condition 설정 방법을 문의 합니다.

각 속성에서 사용가능항 API나 방법이 API문서나 기술지식 DB에 거의 없다시피 합니다.

그나마 필터에 관련된 부분은 약간이나마 존재하는데 소트에 관련된건

sort 함수를 이용하는 방법만 있습니다. condition에 직접 기술해서 사용할 수 있는 방법을 알고 싶습니다.



<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하세요
sortCondition 에서 사용 가능한 예시를 알려드립니다

// w2:condition 속성 설정
<w2:linkedDataList id=""linkedDataList1"" bind=""dataList1"">
    <w2:condition type=""sort""><![CDATA[DESC('col1, col2')]]></w2:condition>
</w2:linkedDataList>

// 오름차순 정렬
ASC( 컬럼명 ) - 해당 컬럼을 기준으로 오름차순 정렬.     
(예) sortCondition = ASC('col1')""
    
// 내림차순 정렬    
DESC( 컬럼명 ) -     해당 컬럼을 기준으로 내림차순 정렬.
(예) sortCondition = DESC('col1, col2')

// setCondition API 정렬 예제
var sortCondition = ""ASC('col1, col2')"";
linkedDataList1.setCondition(""sort"", sortCondition);

감사합니다

","감사합니다 

"
53,wframe 사용시 부모 페이지에서 자식 dataList를 가져오는 방법1,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )

부모창에서 wframe으로 open 한 자식창에 있는 iframe의 dataList를 가져오고 싶습니다..
어떻게 해야하나요?


<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하세요
wframe1.getWindow().iframe1.getWindow().scwin.test(); 와 같이 접근 가능합니다
각 컴포넌트는 getWindow API 를 지원하며 사용법은 아래와 같습니다

// (예제)
// 부모 화면에서 wframe1 내부의 ""input1"" 컴포넌트에 접근
// 해당 컴포넌트의 값을 ""WebSquare5""로 설정.
wframe1.getWindow().input1.setValue(""WebSquare5"");

// IFrame 페이지에 있는 input1 컴포넌트에 접근하여 value값 반환 받고자 할 때
var retObj = iframe1.getWindow();   //iframe에 정의된 페이지의 window 객체 반환
var tmpRs = retObj.input1.getValue();   //ifrmae에 정의된 input1 컴포넌트의 value값을 API를 이용하여 꺼내옴

감사합니다

",""
